item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
363,14112007001,3,654,17,40.0,28.0,31.0,34720.0,3.65,10,3472.0,0.365,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 20, 30]",0.5,0.5
364,10032013001,3,649,119,40.0,20.0,14.0,11200.0,9.8,24,466.7,0.408,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 72, 240]",0.5,0.5
365,10021035001,3,648,28,34.0,20.0,11.0,7480.0,6.56,4,1870.0,1.64,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18]",0.5,0.5
366,10031005001,3,647,199,35.0,20.0,11.0,7700.0,6.58,24,320.8,0.274,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 66, 72, 120, 216, 534]",0.5,0.5
367,10033004001,3,647,137,37.0,25.0,24.0,22200.0,14.94,24,925.0,0.622,PCS,"[2, 4, 6, 8, 10, 12, 14, 16, 20, 22, 24, 28, 36, 44, 46, 48, 52, 60, 72, 96]",0.5,0.5
368,10000998001,3,645,5,28.0,20.0,19.0,10640.0,4.8,1,10640.0,4.8,PCS,"[1, 2, 3, 4]",0.5,0.5
369,10032016001,3,629,164,35.0,20.0,11.0,7700.0,6.58,24,320.8,0.274,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 240, 288]",0.5,0.5
370,15020047001,3,609,230,32.0,15.0,13.0,6240.0,5.25,24,260.0,0.219,PCS,"[6, 12, 18, 24, 30, 48, 54, 60, 72, 84, 96, 120, 126, 144, 192]",0.5,0.5
371,10033025001,3,603,115,34.0,20.0,11.0,7480.0,6.45,24,311.7,0.269,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 96]",0.5,0.5
372,14131047001,3,583,10,59.0,27.0,22.0,35046.0,5.04,12,2920.5,0.42,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.5,0.5
373,10001006001,3,572,143,40.0,28.0,12.0,13440.0,8.95,24,560.0,0.373,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 78, 96, 264]",0.5,0.5
374,14501012001,3,572,12,50.0,36.0,15.0,27000.0,3.0,12,2250.0,0.25,PCS,"[2, 4, 10, 12, 18]",0.5,0.5
375,10001009001,3,571,160,40.0,27.0,10.0,10800.0,6.77,24,450.0,0.282,PCS,"[2, 22, 24, 46, 48, 72, 96, 120, 240]",0.5,0.5
376,14500013001,3,567,136,43.0,28.0,17.0,20468.0,1.61,12,1705.7,0.134,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 42, 48, 54, 60, 81, 132]",0.5,0.5
377,14501045001,3,565,53,45.0,34.0,21.0,32130.0,3.0,24,1338.8,0.125,PCS,"[3, 6, 18, 21, 24, 27, 48, 54]",0.5,0.5
378,14110015001,3,565,13,46.0,25.0,21.0,24150.0,2.78,12,2012.5,0.232,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.5
379,14021010001,3,561,15,42.0,32.0,13.0,17472.0,2.1,12,1456.0,0.175,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16]",0.5,0.5
380,14011053001,3,559,45,50.0,40.0,27.0,54000.0,2.81,24,2250.0,0.117,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 48]",0.5,0.5
381,14133023001,3,552,13,44.0,26.0,34.0,38896.0,3.99,12,3241.3,0.332,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5,0.5
382,14505009001,3,551,8,26.0,18.0,12.0,5616.0,0.7,1,5616.0,0.7,PCS,"[1, 2, 3, 4, 5, 10, 18]",0.5,0.5
383,10032047001,3,544,113,42.0,25.0,8.0,8400.0,6.13,24,350.0,0.255,PCS,"[6, 12, 18, 24, 30, 36, 42, 48]",0.5,0.5
384,14810006001,3,537,96,35.0,26.0,18.0,16380.0,10.14,24,682.5,0.423,PCS,"[3, 6, 9, 12, 30, 39, 96, 300]",0.5,0.5
385,10034019001,3,529,68,35.0,20.0,12.0,8400.0,6.66,24,350.0,0.278,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96]",0.5,0.5
386,14011052001,3,527,48,50.0,39.0,29.0,56550.0,2.45,24,2356.3,0.102,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 60, 68, 96, 120]",0.5,0.5
387,14010011001,3,525,6,51.0,42.0,24.0,51408.0,2.01,6,8568.0,0.335,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",0.5,0.5
388,10033037001,3,522,84,35.0,21.0,11.0,8085.0,6.58,24,336.9,0.274,PCS,"[6, 12, 18, 24, 30, 42, 48, 54, 72, 120, 240]",0.5,0.5
389,14501063001,3,521,26,42.0,28.0,17.0,19992.0,1.8,12,1666.0,0.15,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36]",0.5,0.5
390,10000005001,3,516,68,40.0,28.0,12.0,13440.0,8.89,24,560.0,0.37,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96, 108]",0.5,0.5
391,14112014001,3,515,7,46.0,28.0,31.0,39928.0,3.51,10,3992.8,0.351,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18]",0.5,0.5
392,10000026001,3,506,43,34.0,22.0,14.0,10472.0,6.62,24,436.3,0.276,PCS,"[8, 16, 24, 32, 40, 48, 64, 72, 96]",0.5,0.5
393,14100003001,3,504,6,40.0,27.0,37.0,39960.0,4.36,12,3330.0,0.363,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 25]",0.5,0.5
394,14110009001,3,502,7,34.0,24.0,40.0,32640.0,3.16,12,2720.0,0.263,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]",0.5,0.5
395,14501022001,3,498,17,34.0,26.0,15.0,13260.0,2.75,12,1105.0,0.229,PCS,"[1, 2, 3, 4, 5, 6, 9, 12, 15, 18, 24, 30]",0.5,0.5
396,14502077001,3,497,28,43.0,28.0,17.0,20468.0,1.8,12,1705.7,0.15,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36, 48]",0.5,0.5
397,14133003001,3,495,6,44.0,26.0,35.0,40040.0,4.01,12,3336.7,0.334,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12]",0.5,0.5
398,14121106001,3,495,6,36.0,24.0,18.0,15552.0,1.81,10,1555.2,0.181,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5,0.5
399,14131041001,3,493,5,56.0,26.0,24.0,34944.0,3.92,8,4368.0,0.49,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5,0.5
400,14000039001,3,492,6,46.0,28.0,14.0,18032.0,2.8,12,1502.7,0.233,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12]",0.5,0.5
401,14021017001,3,491,6,61.0,47.0,38.0,108946.0,3.93,12,9078.8,0.328,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.5,0.5
402,14505041001,3,490,76,39.0,31.0,12.0,14508.0,2.08,40,362.7,0.052,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 260]",0.5,0.5
403,14503019001,3,485,22,43.0,29.0,23.0,28681.0,2.11,12,2390.1,0.176,PCS,"[3, 6, 9, 12, 15, 21, 24, 27, 30]",0.5,0.5
404,14101025001,3,483,6,45.0,41.0,24.0,44280.0,5.24,12,3690.0,0.437,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.5,0.5
405,14000197001,3,482,5,46.0,30.0,29.0,40020.0,3.46,12,3335.0,0.288,PCS,"[1, 2, 3, 4, 6, 8, 10]",0.5,0.5
406,10030007001,3,479,47,38.0,25.0,24.0,22800.0,14.88,24,950.0,0.62,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 48, 52, 60, 72]",0.5,0.5
407,10030048001,3,478,46,38.0,25.0,24.0,22800.0,14.97,24,950.0,0.624,PCS,"[4, 8, 12, 16, 20, 24, 44, 48]",0.5,0.5
408,10002021001,3,477,72,40.0,27.0,9.0,9720.0,6.99,24,405.0,0.291,PCS,"[24, 48, 72, 96, 144]",0.5,0.5
409,14023029001,3,475,7,59.0,39.0,40.0,92040.0,3.69,12,7670.0,0.308,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16]",0.5,0.5
410,14500037001,3,475,5,41.0,37.0,38.0,57646.0,6.83,6,9607.7,1.138,PCS,"[1, 2, 3, 14, 25]",0.5,0.5
411,10001012001,3,473,92,40.0,27.0,10.0,10800.0,6.79,24,450.0,0.283,PCS,"[24, 48, 72, 96, 168]",0.5,0.5
412,14820012001,3,471,12,42.0,29.0,18.0,21924.0,17.76,48,456.8,0.37,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 30]",0.5,0.5
413,14000032001,3,470,5,47.0,27.0,36.0,45684.0,5.15,12,3807.0,0.429,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12]",0.5,0.5
414,14113066001,3,469,5,42.0,25.0,23.0,24150.0,3.74,8,3018.8,0.468,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12]",0.5,0.5
415,14011032001,3,468,7,51.0,31.0,26.0,41106.0,1.49,6,6851.0,0.248,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 17]",0.5,0.5
416,10032010001,3,465,65,34.0,20.0,11.0,7480.0,6.68,24,311.7,0.278,PCS,"[6, 12, 18, 24, 30, 48, 72]",0.5,0.5
417,14810016001,3,465,19,35.0,26.0,18.0,16380.0,10.7,24,682.5,0.446,PCS,"[3, 6, 9, 12, 15, 18, 36, 84]",0.5,0.5
418,14011028001,3,462,5,43.0,33.0,20.0,28380.0,2.256,6,4730.0,0.376,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12]",0.5,0.5
419,14001042001,3,461,4,50.0,33.0,34.0,56100.0,4.71,12,4675.0,0.392,PCS,"[1, 2, 3, 4, 5, 6, 10, 12]",0.5,0.5
420,14020053001,3,458,7,30.0,30.0,23.0,20700.0,2.87,16,1293.8,0.179,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20]",0.5,0.5
421,14501014001,3,456,41,37.0,37.0,14.0,19166.0,3.24,30,638.9,0.108,PCS,"[5, 10, 15, 20, 30, 60]",0.5,0.5
422,14805013001,3,456,4,44.0,29.0,25.0,31900.0,20.66,4,7975.0,5.165,PCS,"[1, 2, 3, 4, 5]",0.5,0.5
423,14505014001,3,455,30,42.0,29.0,18.0,21924.0,1.7,12,1827.0,0.142,PCS,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36, 48]",0.5,0.5
424,14001047001,3,452,7,47.0,32.0,23.0,34592.0,3.36,8,4324.0,0.42,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 24]",0.5,0.5
425,14000006001,3,452,5,60.0,34.0,29.0,59160.0,4.77,9,6573.3,0.53,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12]",0.5,0.5
426,14104118001,3,451,5,74.0,29.0,23.0,49358.0,5.22,15,3290.5,0.348,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12]",0.5,0.5
427,14104012001,3,442,5,74.0,29.0,23.0,49358.0,4.21,15,3290.5,0.281,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 15]",0.5,0.5
428,10001004001,3,440,31,34.0,23.0,31.0,24242.0,12.52,6,4040.3,2.087,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 15, 16, 17, 18, 21, 24, 31, 36, 39, 48]",0.5,0.5
429,10033064001,3,433,56,40.0,20.0,14.0,11200.0,9.82,24,466.7,0.409,PCS,"[6, 12, 18, 24, 30, 48, 54, 60, 72, 120]",0.5,0.5
430,14121014001,3,422,6,46.0,26.0,20.0,23920.0,2.7,12,1993.3,0.225,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.5
431,10040039001,3,422,11,36.0,18.0,35.0,22680.0,11.15,2,11340.0,5.575,PCS,"[2, 4, 6, 12, 18, 20]",0.5,0.5
432,10002006001,3,422,21,34.0,23.0,31.0,24242.0,13.37,6,4040.3,2.228,PCS,"[1, 2, 3, 4, 6, 7, 12, 18, 22, 24, 36, 48]",0.5,0.5
433,14132015001,3,422,7,37.0,37.0,26.0,35594.0,4.14,12,2966.2,0.345,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 30]",0.5,0.5
434,10010035001,3,416,63,34.0,20.0,11.0,7480.0,6.61,24,311.7,0.275,PCS,"[6, 12, 18, 24, 30, 48, 54, 72]",0.5,0.5
435,14104129001,3,414,4,45.0,55.0,20.0,49500.0,5.75,12,4125.0,0.479,PCS,"[1, 2, 3, 4, 5, 6, 12]",0.5,0.5
436,14502006001,3,412,10,37.0,31.0,14.0,16058.0,3.0,24,669.1,0.125,PCS,"[4, 5, 8]",0.5,0.5
437,10010004001,3,409,126,35.0,20.0,11.0,7700.0,6.73,24,320.8,0.28,PCS,"[6, 12, 18, 24, 36, 48, 72, 96, 720]",0.5,0.5
438,14130007001,3,408,5,56.0,26.0,24.0,34944.0,3.92,8,4368.0,0.49,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5,0.5
439,14020926001,3,408,6,62.0,45.0,36.0,100440.0,3.49,12,8370.0,0.291,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.5,0.5
440,14121019001,3,407,6,48.0,38.0,19.0,34656.0,3.65,12,2888.0,0.304,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.5,0.5
441,14502081001,3,406,135,38.0,31.0,13.0,15314.0,3.25,30,510.5,0.108,PCS,"[1, 4, 5, 6, 9, 10, 15, 20, 25, 26, 30, 35, 40, 45, 50, 55, 60, 110, 300]",0.5,0.5
442,10002008001,3,404,111,40.0,27.0,10.0,10800.0,6.8,24,450.0,0.283,PCS,"[24, 48, 72, 96, 120, 192]",0.5,0.5
443,14505899001,3,403,60,40.0,31.0,13.0,16120.0,3.0,40,403.0,0.075,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 70, 80, 90]",0.5,0.5
444,14510050001,3,403,7,35.0,24.0,5.0,4288.0,3.0,1,4287.5,3.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.5,0.5
445,10002102001,3,401,85,40.0,27.0,12.0,12960.0,9.0,24,540.0,0.375,PCS,"[12, 18, 24, 36, 48, 60, 72, 84, 96, 120]",0.5,0.5
446,10030023001,3,397,5,27.0,20.0,20.0,10800.0,6.02,1,10800.0,6.02,PCS,"[1, 2, 3, 4, 8]",0.5,0.5
447,10034025001,3,395,67,35.0,20.0,11.0,7700.0,6.7,24,320.8,0.279,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 96]",0.5,0.5
448,10002019001,3,390,69,41.0,27.0,13.0,14391.0,9.34,24,599.6,0.389,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 72, 84, 96, 120]",0.5,0.5
449,14101048001,3,388,6,46.0,41.0,24.0,45264.0,4.88,12,3772.0,0.407,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 15]",0.5,0.5
450,14503000001,3,386,44,37.0,37.0,14.0,19166.0,3.0,30,638.9,0.1,PCS,"[5, 10, 15, 20, 25, 30, 35, 45, 50, 55, 60, 70]",0.5,0.5
451,14830010001,3,386,44,35.0,27.0,17.0,16065.0,11.73,48,334.7,0.244,PCS,"[3, 6, 9, 12, 15, 18, 24, 30, 45, 60, 66, 72, 78, 144, 216]",0.5,0.5
452,12201105001,3,382,7,20.0,10.0,8.0,1615.0,0.2,1,1615.0,0.2,PCS,"[1, 2, 3, 4, 5, 6, 8]",0.5,0.5
453,14832018001,3,371,28,35.0,27.0,12.0,11340.0,7.21,24,472.5,0.3,PCS,"[3, 6, 9, 12, 18, 21, 24, 27, 30, 36, 42, 45, 48]",0.5,0.5
454,14850010001,3,370,5,80.0,40.0,12.0,38400.0,15.0,1,38400.0,15.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.5
455,14501013001,3,369,50,42.0,28.0,22.0,25872.0,2.5,12,2156.0,0.208,PCS,"[3, 6, 9, 12, 15, 18, 24, 30, 36, 102]",0.5,0.5
456,14011034001,3,368,7,45.0,30.0,30.0,40500.0,2.8,10,4050.0,0.28,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]",0.5,0.5
457,14010071001,3,366,6,61.0,47.0,38.0,108946.0,3.5,12,9078.8,0.292,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12]",0.5,0.5
458,10021001001,3,365,124,41.0,28.0,10.0,11480.0,6.48,24,478.3,0.27,PCS,"[24, 48, 72, 96, 600]",0.5,0.5
459,10040062001,3,365,46,37.0,27.0,30.0,29970.0,15.0,12,2497.5,1.25,PCS,"[2, 10, 12, 24, 36, 48, 60]",0.5,0.5
460,10002005001,3,363,50,40.0,27.0,13.0,14040.0,9.56,24,585.0,0.398,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 168]",0.5,0.5
461,12220012001,3,362,16,31.0,21.0,22.0,14322.0,1.0,1,14322.0,1.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 16, 18, 22, 24, 28, 36]",0.5,0.5
462,14501011001,3,361,6,50.0,36.0,15.0,27000.0,3.0,12,2250.0,0.25,PCS,"[2, 4]",0.5,0.5
463,14103009001,3,360,5,39.0,26.0,32.0,32448.0,4.92,8,4056.0,0.615,PCS,"[1, 2, 3, 4, 5, 6, 7, 11, 13]",0.5,0.5
464,14003029001,3,359,8,37.0,36.0,24.0,31968.0,5.17,18,1776.0,0.287,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 18, 20]",0.5,0.5
465,14000017001,3,358,5,60.0,34.0,29.0,59160.0,3.07,7,8451.4,0.439,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 11]",0.5,0.5
466,10020007001,3,358,85,40.0,27.0,10.0,10800.0,7.21,24,450.0,0.3,PCS,"[6, 12, 18, 24, 42, 48, 144, 180]",0.5,0.5
467,14001045001,3,356,7,47.0,32.0,23.0,34592.0,3.27,8,4324.0,0.409,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 16]",0.5,0.5
468,14500010001,3,352,31,42.0,28.0,23.0,27048.0,2.5,12,2254.0,0.208,PCS,"[3, 6, 9, 12, 15, 21, 24, 30, 36]",0.5,0.5
469,14102246001,3,352,5,51.0,21.0,34.0,36414.0,4.54,10,3641.4,0.454,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.5,0.5
470,14000073001,3,351,8,60.0,34.0,22.0,44880.0,2.35,14,3205.7,0.168,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14]",0.5,0.5
471,14131075001,3,351,5,55.0,29.0,24.0,38280.0,4.68,12,3190.0,0.39,PCS,"[1, 2, 3, 4, 5, 6, 10]",0.5,0.5
472,10035034001,3,350,76,34.0,20.0,11.0,7480.0,6.58,24,311.7,0.274,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 96]",0.5,0.5
473,14102258001,3,350,6,51.0,21.0,34.0,36414.0,4.54,10,3641.4,0.454,PCS,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]",0.5,0.5
474,14502026001,3,348,6,50.0,36.0,15.0,27000.0,3.0,12,2250.0,0.25,PCS,"[2, 4, 6, 10, 14]",0.5,0.5
475,10031910001,3,346,71,35.0,20.0,11.0,7700.0,6.6,24,320.8,0.275,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 54, 72, 96]",0.5,0.5
476,14000196001,3,342,5,46.0,30.0,29.0,40020.0,3.46,12,3335.0,0.288,PCS,"[1, 2, 3, 4, 5, 6, 7, 8]",0.5,0.5
477,14104002001,3,341,6,41.0,27.0,37.0,40959.0,6.73,12,3413.3,0.561,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13]",0.5,0.5
478,10032008001,3,341,67,34.0,20.0,11.0,7480.0,6.62,24,311.7,0.276,PCS,"[6, 12, 18, 24, 30, 42, 48, 60, 72, 90]",0.5,0.5
479,10014090001,3,340,64,35.0,20.0,11.0,7700.0,6.61,24,320.8,0.275,PCS,"[6, 12, 18, 24, 48, 54]",0.5,0.5
480,14023502001,4,25,2,35.0,15.0,23.0,12075.0,0.6,1,12075.0,0.6,PCS,"[1, 2]",0.6,0.6
481,15024011001,4,18,63,37.0,25.0,17.0,15725.0,9.6,24,655.2,0.4,PCS,"[24, 48, 72]",0.6,0.6
482,14833059001,4,17,38,32.0,25.0,13.0,10400.0,13.88,12,866.7,1.157,PCS,"[1, 2, 3, 22, 67, 89]",0.6,0.6
483,12201059001,4,16,115,20.0,10.0,8.0,1785.0,0.2,1,1785.0,0.2,PCS,"[24, 48, 144, 240]",0.6,0.6
484,10024001001,4,15,33,40.0,27.0,13.0,14040.0,8.59,24,585.0,0.358,PCS,"[6, 12, 18, 24, 54]",0.6,0.6
485,14312003001,4,13,10,34.0,23.0,18.0,14076.0,6.566,12,1173.0,0.547,PCS,"[1, 2, 4, 6, 11, 12]",0.6,0.6
486,31822063001,4,12,4,92.0,31.0,6.0,17112.0,7.0,1,17112.0,7.0,PCS,"[1, 2, 4]",0.6,0.6
487,12000350001,4,12,4,43.0,23.0,24.0,23736.0,12.06,12,1978.0,1.005,PCS,"[1, 3, 7]",0.6,0.6
488,14506313001,4,12,25,38.0,24.0,12.0,10944.0,6.4,20,547.2,0.32,PCS,"[1, 2, 25, 55]",0.6,0.6
489,14833078001,4,11,8,35.0,27.0,17.0,16065.0,9.796,48,334.7,0.204,PCS,"[3, 6, 9]",0.6,0.6
490,14311086001,4,11,5,21.0,17.0,14.0,4998.0,0.63,1,4998.0,0.63,PCS,"[1, 2, 4, 6]",0.6,0.6
491,14333006001,4,11,4,54.0,40.0,16.0,34560.0,11.556,12,2880.0,0.963,PCS,"[1, 2, 4]",0.6,0.6
492,14832043001,4,11,13,38.0,29.0,20.0,22040.0,4.89,12,1836.7,0.408,PCS,"[1, 2, 30]",0.6,0.6
493,14822899001,4,11,3,44.0,36.0,12.0,19008.0,7.54,30,633.6,0.251,PCS,"[1, 3, 4]",0.6,0.6
494,10013007001,4,11,36,33.0,16.0,13.0,6864.0,5.38,24,286.0,0.224,PCS,"[6, 12, 24, 48]",0.6,0.6
495,11021026001,4,10,5,37.0,25.0,33.0,30525.0,16.48,4,7631.3,4.12,PCS,"[1, 2, 6]",0.6,0.6
496,14602050001,4,10,5,12.0,18.0,12.0,2592.0,1.2,6,432.0,0.2,PCS,"[1, 2, 10]",0.6,0.6
497,14502005001,4,10,5,42.0,31.0,24.0,31248.0,2.89,24,1302.0,0.12,PCS,"[1, 2, 3, 4, 6]",0.6,0.6
498,15020007001,4,10,16,37.0,20.0,22.0,16280.0,13.12,12,1356.7,1.093,PCS,"[2, 10, 12]",0.6,0.6
499,14221114001,4,9,2,47.0,28.0,18.0,23688.0,3.402,10,2368.8,0.34,PCS,"[1, 2]",0.6,0.6
