item_code,box_volume,item_volume,number_of_item_in_a_box,slot_type,slot_volume,max_box_in_slot,max_item_in_slot
12011391001,12006.0,1000.5,12.0,2,60000,4,48.0
12011395001,7200.0,600.0,12.0,2,60000,8,96.0
12011398001,23100.0,1925.0,12.0,2,60000,2,24.0
12011400001,33396.0,2783.0,12.0,2,60000,1,12.0
12011402001,23736.0,1978.0,12.0,2,60000,2,24.0
12011403001,26730.0,2227.5,12.0,2,60000,2,24.0
12011405001,18876.0,1573.0,12.0,2,60000,3,36.0
12011409001,33396.0,2783.0,12.0,2,60000,1,12.0
12011412001,27648.0,4608.0,6.0,2,60000,2,12.0
12011416001,32886.0,2740.5,12.0,2,60000,1,12.0
12011417001,23520.0,1960.0,12.0,2,60000,2,24.0
12011422001,18876.0,1573.0,12.0,2,60000,3,36.0
12011426001,35424.0,2952.0,12.0,2,60000,1,12.0
12011427001,35424.0,2952.0,12.0,2,60000,1,12.0
12011433001,14763.0,1230.3,12.0,2,60000,4,48.0
12011439001,25300.0,2108.3,12.0,2,60000,2,24.0
12011442001,12584.0,1398.2,9.0,2,60000,4,36.0
12011451001,30888.0,2574.0,12.0,2,60000,1,12.0
12011452001,10350.0,1725.0,6.0,2,60000,5,30.0
12011453001,10350.0,1725.0,6.0,2,60000,5,30.0
12011466001,23598.0,1966.5,12.0,2,60000,2,24.0
12011467001,28500.0,2375.0,12.0,2,60000,2,24.0
12011470001,23598.0,1966.5,12.0,2,60000,2,24.0
12011473001,9450.0,1575.0,6.0,2,60000,6,36.0
12011477001,37632.0,3136.0,12.0,2,60000,1,12.0
12011479001,23598.0,1966.5,12.0,2,60000,2,24.0
12011482001,22113.0,1842.8,12.0,2,60000,2,24.0
12011484001,36192.0,3016.0,12.0,2,60000,1,12.0
12011487001,31920.0,2660.0,12.0,2,60000,1,12.0
12011488001,31920.0,2660.0,12.0,2,60000,1,12.0
12011489001,16192.0,1349.3,12.0,2,60000,3,36.0
12011490001,36192.0,3016.0,12.0,2,60000,1,12.0
12011999001,13680.0,1140.0,12.0,2,60000,4,48.0
12012001001,23712.0,988.0,24.0,2,60000,2,48.0
12012003001,14256.0,1188.0,12.0,2,60000,4,48.0
12012008001,3600.0,600.0,6.0,2,60000,16,96.0
12012012001,11730.0,977.5,12.0,2,60000,5,60.0
12012014001,9600.0,800.0,12.0,2,60000,6,72.0
12012015001,12768.0,1064.0,12.0,2,60000,4,48.0
12012022001,12768.0,1064.0,12.0,2,60000,4,48.0
12012027001,2737.0,228.1,12.0,2,60000,21,252.0
12012037001,23712.0,988.0,24.0,2,60000,2,48.0
12012043001,20181.0,840.9,24.0,2,60000,2,48.0
12012045001,4320.0,720.0,6.0,2,60000,13,78.0
12012046001,12240.0,1020.0,12.0,2,60000,4,48.0
12012048001,4320.0,720.0,6.0,2,60000,13,78.0
12012054001,15120.0,1260.0,12.0,2,60000,3,36.0
12012059001,12648.0,1054.0,12.0,2,60000,4,48.0
12012069001,5320.0,886.7,6.0,2,60000,11,66.0
12012072001,5320.0,443.3,12.0,2,60000,11,132.0
12012086001,20400.0,1700.0,12.0,2,60000,2,24.0
12012098001,12236.0,1019.7,12.0,2,60000,4,48.0
12012108001,23712.0,988.0,24.0,2,60000,2,48.0
12012118001,8000.0,1333.3,6.0,2,60000,7,42.0
12012119001,11592.0,966.0,12.0,2,60000,5,60.0
12012120001,8000.0,1333.3,6.0,2,60000,7,42.0
12012143001,3600.0,600.0,6.0,2,60000,16,96.0
12012145001,7695.0,320.6,24.0,2,60000,7,168.0
12012161001,4800.0,400.0,12.0,2,60000,12,144.0
12012164001,13662.0,1138.5,12.0,2,60000,4,48.0
12012165001,14421.0,1201.8,12.0,2,60000,4,48.0
12012169001,15048.0,1254.0,12.0,2,60000,3,36.0
12012170001,15048.0,1254.0,12.0,2,60000,3,36.0
12012171001,11232.0,936.0,12.0,2,60000,5,60.0
12012173001,11232.0,936.0,12.0,2,60000,5,60.0
12012196001,4860.0,405.0,12.0,2,60000,12,144.0
12012928001,6336.0,528.0,12.0,2,60000,9,108.0
12012929001,6336.0,528.0,12.0,2,60000,9,108.0
12012969001,5236.0,436.3,12.0,2,60000,11,132.0
12012984001,13357.0,556.5,24.0,2,60000,4,96.0
12012985001,13357.0,556.5,24.0,2,60000,4,96.0
12013033001,20216.0,3369.3,6.0,2,60000,2,12.0
12013034001,20216.0,3369.3,6.0,2,60000,2,12.0
12013048001,11440.0,953.3,12.0,2,60000,5,60.0
12013050001,11440.0,953.3,12.0,2,60000,5,60.0
12013052001,11440.0,953.3,12.0,2,60000,5,60.0
12013055001,9072.0,756.0,12.0,2,60000,6,72.0
12014004001,20216.0,1010.8,20.0,2,60000,2,40.0
12014022001,9800.0,490.0,20.0,2,60000,6,120.0
12014025001,44268.0,1844.5,24.0,2,60000,1,24.0
12014028001,23436.0,651.0,36.0,2,60000,2,72.0
12014032001,23436.0,651.0,36.0,2,60000,2,72.0
12014035001,23436.0,651.0,36.0,2,60000,2,72.0
12016005001,9234.0,384.8,24.0,2,60000,6,144.0
12016009001,19425.0,809.4,24.0,2,60000,3,72.0
12016016001,6084.0,253.5,24.0,2,60000,9,216.0
12016023001,720.0,120.0,6.0,2,60000,83,498.0
12016026001,4968.0,276.0,18.0,2,60000,12,216.0
12016027001,12096.0,504.0,24.0,2,60000,4,96.0
12016035001,9576.0,399.0,24.0,2,60000,6,144.0
12016042001,6084.0,253.5,24.0,2,60000,9,216.0
12016045001,1728.0,288.0,6.0,2,60000,34,204.0
12016056001,2400.0,400.0,6.0,2,60000,25,150.0
12016061001,2700.0,450.0,6.0,2,60000,22,132.0
12016070001,6069.0,505.8,12.0,2,60000,9,108.0
12016072001,6069.0,505.8,12.0,2,60000,9,108.0
12016077001,3312.0,276.0,12.0,2,60000,18,216.0
12016078001,6084.0,253.5,24.0,2,60000,9,216.0
12016079001,6084.0,253.5,24.0,2,60000,9,216.0
12016085001,1680.0,280.0,6.0,2,60000,35,210.0
12016091001,2700.0,450.0,6.0,2,60000,22,132.0
12016096001,6069.0,505.8,12.0,2,60000,9,108.0
12016099001,9918.0,413.3,24.0,2,60000,6,144.0
12016100001,5712.0,238.0,24.0,2,60000,10,240.0
12016102001,5712.0,238.0,24.0,2,60000,10,240.0
12016106001,6084.0,253.5,24.0,2,60000,9,216.0
12016111001,6084.0,253.5,24.0,2,60000,9,216.0
12016112001,2128.0,354.7,6.0,2,60000,28,168.0
12016113001,2128.0,354.7,6.0,2,60000,28,168.0
12016114001,6760.0,281.7,24.0,2,60000,8,192.0
12016126001,2800.0,466.7,6.0,2,60000,21,126.0
12016130001,2128.0,354.7,6.0,2,60000,28,168.0
12016131001,2128.0,354.7,6.0,2,60000,28,168.0
12016139001,9576.0,399.0,24.0,2,60000,6,144.0
12016999001,11067.0,461.1,24.0,2,60000,5,120.0
12017009001,8448.0,1056.0,8.0,2,60000,7,56.0
12017015001,31944.0,2662.0,12.0,2,60000,1,12.0
12017016001,17280.0,1440.0,12.0,2,60000,3,36.0
12017017001,8448.0,1056.0,8.0,2,60000,7,56.0
12017018001,8448.0,1056.0,8.0,2,60000,7,56.0
12017019001,8448.0,1056.0,8.0,2,60000,7,56.0
12017037001,14520.0,1210.0,12.0,2,60000,4,48.0
12017039001,15246.0,1270.5,12.0,2,60000,3,36.0
12017040001,15246.0,1270.5,12.0,2,60000,3,36.0
12020001001,9600.0,800.0,12.0,2,60000,6,72.0
12020003001,3344.0,557.3,6.0,2,60000,17,102.0
12020005001,11552.0,962.7,12.0,2,60000,5,60.0
12020005002,11552.0,962.7,12.0,2,60000,5,60.0
12020005003,11552.0,962.7,12.0,2,60000,5,60.0
12020008001,15500.0,1291.7,12.0,2,60000,3,36.0
12020009001,21413.0,356.9,60.0,2,60000,2,120.0
12020011001,13671.0,569.6,24.0,2,60000,4,96.0
12020018001,4160.0,693.3,6.0,2,60000,14,84.0
12020019001,9200.0,766.7,12.0,2,60000,6,72.0
12020020001,16380.0,682.5,24.0,2,60000,3,72.0
12020021001,6384.0,532.0,12.0,2,60000,9,108.0
12020025001,6800.0,566.7,12.0,2,60000,8,96.0
12020026001,7956.0,663.0,12.0,2,60000,7,84.0
12020028001,5712.0,476.0,12.0,2,60000,10,120.0
12020034001,10440.0,870.0,12.0,2,60000,5,60.0
12020035001,10440.0,870.0,12.0,2,60000,5,60.0
12020036001,19360.0,537.8,36.0,2,60000,3,108.0
12020038001,17238.0,718.3,24.0,2,60000,3,72.0
12020045001,1596.0,532.0,3.0,2,60000,37,111.0
12020046001,1596.0,532.0,3.0,2,60000,37,111.0
12020050001,19836.0,826.5,24.0,2,60000,3,72.0
12020051001,9177.0,764.8,12.0,2,60000,6,72.0
12020057001,13547.0,1128.9,12.0,2,60000,4,48.0
12020060001,7956.0,663.0,12.0,2,60000,7,84.0
12020062001,7308.0,1218.0,6.0,2,60000,8,48.0
12020068001,4046.0,337.2,12.0,2,60000,14,168.0
12020070001,5168.0,430.7,12.0,2,60000,11,132.0
12020078001,13440.0,560.0,24.0,2,60000,4,96.0
12020085001,13398.0,1116.5,12.0,2,60000,4,48.0
12020087001,25389.0,528.9,48.0,2,60000,2,96.0
12020089001,10500.0,437.5,24.0,2,60000,5,120.0
12020093001,5712.0,476.0,12.0,2,60000,10,120.0
12020101001,11856.0,494.0,24.0,2,60000,5,120.0
12020117001,8096.0,674.7,12.0,2,60000,7,84.0
12020128001,1734.0,578.0,3.0,2,60000,34,102.0
12020131001,4420.0,736.7,6.0,2,60000,13,78.0
12020132001,6384.0,532.0,12.0,2,60000,9,108.0
12020133001,9576.0,798.0,12.0,2,60000,6,72.0
12020138001,5980.0,498.3,12.0,2,60000,10,120.0
12020141001,6384.0,532.0,12.0,2,60000,9,108.0
12020147001,8208.0,684.0,12.0,2,60000,7,84.0
12020161001,2800.0,466.7,6.0,2,60000,21,126.0
12020164001,11552.0,962.7,12.0,2,60000,5,60.0
12020165001,7938.0,661.5,12.0,2,60000,7,84.0
12020166001,11552.0,962.7,12.0,2,60000,5,60.0
12020167001,12600.0,525.0,24.0,2,60000,4,96.0
12020175001,4913.0,818.8,6.0,2,60000,12,72.0
12020184001,10000.0,833.3,12.0,2,60000,6,72.0
12020189001,12000.0,500.0,24.0,2,60000,5,120.0
12020196001,12768.0,1064.0,12.0,2,60000,4,48.0
12020203001,8096.0,674.7,12.0,2,60000,7,84.0
12020210001,12673.0,1056.1,12.0,2,60000,4,48.0
12020211001,9600.0,800.0,12.0,2,60000,6,72.0
12020212001,6720.0,1120.0,6.0,2,60000,8,48.0
12020217001,8892.0,741.0,12.0,2,60000,6,72.0
12020219001,10608.0,884.0,12.0,2,60000,5,60.0
12020220001,6720.0,1120.0,6.0,2,60000,8,48.0
12020221001,12768.0,1064.0,12.0,2,60000,4,48.0
12020222001,8370.0,697.5,12.0,2,60000,7,84.0
12020224001,7956.0,663.0,12.0,2,60000,7,84.0
12020225001,8398.0,699.8,12.0,2,60000,7,84.0
12020228001,6300.0,1050.0,6.0,2,60000,9,54.0
12020232001,6384.0,532.0,12.0,2,60000,9,108.0
12020234001,13600.0,1133.3,12.0,2,60000,4,48.0
12020237001,9180.0,765.0,12.0,2,60000,6,72.0
12020238001,9180.0,765.0,12.0,2,60000,6,72.0
12020240001,4940.0,823.3,6.0,2,60000,12,72.0
12020242001,3726.0,621.0,6.0,2,60000,16,96.0
12020243001,9234.0,769.5,12.0,2,60000,6,72.0
12020246001,4940.0,823.3,6.0,2,60000,12,72.0
12020248001,7220.0,601.7,12.0,2,60000,8,96.0
12020249001,3640.0,606.7,6.0,2,60000,16,96.0
12020250001,4576.0,762.7,6.0,2,60000,13,78.0
12020253001,12768.0,1064.0,12.0,2,60000,4,48.0
12020260001,3168.0,528.0,6.0,2,60000,18,108.0
12020261001,7220.0,601.7,12.0,2,60000,8,96.0
12020266001,4940.0,823.3,6.0,2,60000,12,72.0
12020271001,9880.0,823.3,12.0,2,60000,6,72.0
12020282001,12768.0,2128.0,6.0,2,60000,4,24.0
12020283001,12768.0,2128.0,6.0,2,60000,4,24.0
12020284001,2880.0,480.0,6.0,2,60000,20,120.0
12020312001,2520.0,420.0,6.0,2,60000,23,138.0
12020314001,8096.0,674.7,12.0,2,60000,7,84.0
12020323001,2800.0,466.7,6.0,2,60000,21,126.0
12020324001,2800.0,466.7,6.0,2,60000,21,126.0
12020325001,4693.0,782.2,6.0,2,60000,12,72.0
12020326001,4332.0,722.0,6.0,2,60000,13,78.0
12020327001,4693.0,782.2,6.0,2,60000,12,72.0
12020328001,3000.0,500.0,6.0,2,60000,20,120.0
12020332001,8820.0,735.0,12.0,2,60000,6,72.0
12020339001,35640.0,1782.0,20.0,2,60000,1,20.0
12020341001,8840.0,736.7,12.0,2,60000,6,72.0
12020342001,8840.0,736.7,12.0,2,60000,6,72.0
12020344001,7938.0,661.5,12.0,2,60000,7,84.0
12020362001,8526.0,710.5,12.0,2,60000,7,84.0
12020372001,19360.0,537.8,36.0,2,60000,3,108.0
12020383001,8526.0,710.5,12.0,2,60000,7,84.0
12020384001,8526.0,710.5,12.0,2,60000,7,84.0
12020404001,5200.0,866.7,6.0,2,60000,11,66.0
12020416001,8160.0,340.0,24.0,2,60000,7,168.0
12020418001,3450.0,575.0,6.0,2,60000,17,102.0
12020420001,11340.0,945.0,12.0,2,60000,5,60.0
12020423001,4046.0,337.2,12.0,2,60000,14,168.0
12020434001,2856.0,952.0,3.0,2,60000,21,63.0
12020437001,6992.0,582.7,12.0,2,60000,8,96.0
12020458001,5865.0,488.8,12.0,2,60000,10,120.0
12020461001,3344.0,557.3,6.0,2,60000,17,102.0
12020471001,10875.0,453.1,24.0,2,60000,5,120.0
12020473001,6384.0,532.0,12.0,2,60000,9,108.0
12020485001,4693.0,391.1,12.0,2,60000,12,144.0
12020498001,4693.0,782.2,6.0,2,60000,12,72.0
12020500001,4693.0,391.1,12.0,2,60000,12,144.0
12020501001,4693.0,391.1,12.0,2,60000,12,144.0
12020901001,8096.0,674.7,12.0,2,60000,7,84.0
12020914001,7854.0,654.5,12.0,2,60000,7,84.0
12020920001,13500.0,562.5,24.0,2,60000,4,96.0
12020923001,13312.0,554.7,24.0,2,60000,4,96.0
12020925001,8400.0,700.0,12.0,2,60000,7,84.0
12020926001,8400.0,700.0,12.0,2,60000,7,84.0
12020927001,10944.0,1094.4,10.0,2,60000,5,50.0
12020929001,8424.0,842.4,10.0,2,60000,7,70.0
12020946001,8100.0,675.0,12.0,2,60000,7,84.0
12020952001,6080.0,506.7,12.0,2,60000,9,108.0
12020955001,24354.0,1014.8,24.0,2,60000,2,48.0
12020956001,24354.0,1014.8,24.0,2,60000,2,48.0
12020957001,9720.0,648.0,15.0,2,60000,6,90.0
12020960001,9720.0,648.0,15.0,2,60000,6,90.0
12020961001,14036.0,1169.7,12.0,2,60000,4,48.0
12020964001,12768.0,1064.0,12.0,2,60000,4,48.0
12020965001,12768.0,1064.0,12.0,2,60000,4,48.0
12020966001,12768.0,1064.0,12.0,2,60000,4,48.0
12020969001,6630.0,552.5,12.0,2,60000,9,108.0
12020979001,5474.0,456.2,12.0,2,60000,10,120.0
12021020001,2160.0,720.0,3.0,2,60000,27,81.0
12021022001,2160.0,720.0,3.0,2,60000,27,81.0
12021028001,7480.0,623.3,12.0,2,60000,8,96.0
12021036001,7182.0,598.5,12.0,2,60000,8,96.0
12021042001,7920.0,660.0,12.0,2,60000,7,84.0
12021044001,1530.0,510.0,3.0,2,60000,39,117.0
12021045001,1428.0,476.0,3.0,2,60000,42,126.0
12021052001,15950.0,1329.2,12.0,2,60000,3,36.0
12021064001,7254.0,604.5,12.0,2,60000,8,96.0
12021069001,1120.0,373.3,3.0,2,60000,53,159.0
12021094001,2550.0,425.0,6.0,2,60000,23,138.0
12021923001,5796.0,483.0,12.0,2,60000,10,120.0
12021969001,11550.0,1155.0,10.0,2,60000,5,50.0
12021993001,4536.0,378.0,12.0,2,60000,13,156.0
12021994001,5780.0,481.7,12.0,2,60000,10,120.0
12022005001,1050.0,350.0,3.0,2,60000,57,171.0
12022008001,980.0,326.7,3.0,2,60000,61,183.0
12022027001,7920.0,660.0,12.0,2,60000,7,84.0
12022030001,4560.0,380.0,12.0,2,60000,13,156.0
12022034001,8064.0,1008.0,8.0,2,60000,7,56.0
12022043001,3450.0,575.0,6.0,2,60000,17,102.0
12022043002,3300.0,550.0,6.0,2,60000,18,108.0
12022047001,1248.0,416.0,3.0,2,60000,48,144.0
12022062001,7480.0,623.3,12.0,2,60000,8,96.0
12022064001,850.0,141.7,6.0,2,60000,70,420.0
12022070001,15080.0,942.5,16.0,2,60000,3,48.0
12022079001,12903.0,1075.3,12.0,2,60000,4,48.0
12022081001,960.0,320.0,3.0,2,60000,62,186.0
12022093003,11067.0,461.1,24.0,2,60000,5,120.0
12022096001,19000.0,395.8,48.0,2,60000,3,144.0
12022100001,7680.0,320.0,24.0,2,60000,7,168.0
12022109001,4998.0,416.5,12.0,2,60000,12,144.0
12022114001,16280.0,339.2,48.0,2,60000,3,144.0
12022127001,3450.0,575.0,6.0,2,60000,17,102.0
12022128001,2400.0,400.0,6.0,2,60000,25,150.0
12022137001,14007.0,1167.3,12.0,2,60000,4,48.0
12022153001,11200.0,933.3,12.0,2,60000,5,60.0
12022162001,4284.0,357.0,12.0,2,60000,14,168.0
12022167001,2244.0,374.0,6.0,2,60000,26,156.0
12022171001,6069.0,505.8,12.0,2,60000,9,108.0
12022177001,810.0,270.0,3.0,2,60000,74,222.0
12022184001,14674.0,1222.8,12.0,2,60000,4,48.0
12022224001,4608.0,384.0,12.0,2,60000,13,156.0
12022265001,2280.0,380.0,6.0,2,60000,26,156.0
12022275001,11424.0,1904.0,6.0,2,60000,5,30.0
12023011001,5200.0,216.7,24.0,2,60000,11,264.0
12023015001,3312.0,552.0,6.0,2,60000,18,108.0
12023022001,5200.0,216.7,24.0,2,60000,11,264.0
12023025001,14858.0,1238.2,12.0,2,60000,4,48.0
12023039001,5200.0,216.7,24.0,2,60000,11,264.0
12023067001,5200.0,216.7,24.0,2,60000,11,264.0
12023071001,5200.0,216.7,24.0,2,60000,11,264.0
12023079001,1920.0,640.0,3.0,2,60000,31,93.0
12023093001,27648.0,2304.0,12.0,2,60000,2,24.0
12023094001,14688.0,1224.0,12.0,2,60000,4,48.0
12023103001,1456.0,485.3,3.0,2,60000,41,123.0
12023115001,5200.0,216.7,24.0,2,60000,11,264.0
12023125001,2058.0,343.0,6.0,2,60000,29,174.0
12023143001,5200.0,216.7,24.0,2,60000,11,264.0
12023167001,3978.0,994.5,4.0,2,60000,15,60.0
12023184001,5508.0,68.9,80.0,2,60000,10,800.0
12023189001,5200.0,216.7,24.0,2,60000,11,264.0
12023195001,13685.0,1140.4,12.0,2,60000,4,48.0
12023202001,13685.0,1140.4,12.0,2,60000,4,48.0
12023225001,2025.0,202.5,10.0,2,60000,29,290.0
12023227001,3360.0,280.0,12.0,2,60000,17,204.0
12023263001,1365.0,113.8,12.0,2,60000,43,516.0
12023265001,2688.0,448.0,6.0,2,60000,22,132.0
12023273001,2025.0,202.5,10.0,2,60000,29,290.0
12023278001,7820.0,651.7,12.0,2,60000,7,84.0
12023279001,16200.0,1350.0,12.0,2,60000,3,36.0
12023310001,16200.0,1350.0,12.0,2,60000,3,36.0
12023330001,16200.0,1350.0,12.0,2,60000,3,36.0
12023331001,14688.0,1224.0,12.0,2,60000,4,48.0
12023332001,16200.0,1350.0,12.0,2,60000,3,36.0
12023393001,16280.0,1356.7,12.0,2,60000,3,36.0
12023463001,2394.0,399.0,6.0,2,60000,25,150.0
12023995001,15504.0,1292.0,12.0,2,60000,3,36.0
12030001001,315.0,315.0,1.0,2,60000,190,190.0
12030040001,150.0,50.0,3.0,2,60000,400,1200.0
12030086001,315.0,315.0,1.0,2,60000,190,190.0
12030737001,60.0,60.0,1.0,2,60000,1000,1000.0
12030741001,60.0,60.0,1.0,2,60000,1000,1000.0
12030992001,720.0,240.0,3.0,2,60000,83,249.0
12031016001,952.0,317.3,3.0,2,60000,63,189.0
12031127001,528.0,176.0,3.0,2,60000,113,339.0
12032035001,2156.0,179.7,12.0,2,60000,27,324.0
12032043007,1430.0,119.2,12.0,2,60000,41,492.0
12032072001,3542.0,147.6,24.0,2,60000,16,384.0
12032076001,1232.0,410.7,3.0,2,60000,48,144.0
12032101001,5040.0,210.0,24.0,2,60000,11,264.0
12032121001,5040.0,210.0,24.0,2,60000,11,264.0
12032224001,3640.0,303.3,12.0,2,60000,16,192.0
12032226001,1352.0,112.7,12.0,2,60000,44,528.0
12032227001,3640.0,303.3,12.0,2,60000,16,192.0
12032228001,1352.0,112.7,12.0,2,60000,44,528.0
12032524001,600.0,100.0,6.0,2,60000,100,600.0
12032540001,1040.0,86.7,12.0,2,60000,57,684.0
12032541001,1040.0,86.7,12.0,2,60000,57,684.0
12032543001,4158.0,346.5,12.0,2,60000,14,168.0
12033189001,1344.0,448.0,3.0,2,60000,44,132.0
12034001001,36260.0,1510.8,24.0,2,60000,1,24.0
12034012001,81144.0,1690.5,48.0,2,60000,0,0.0
12034025001,8624.0,718.7,12.0,2,60000,6,72.0
12034035001,3128.0,130.3,24.0,2,60000,19,456.0
12034036001,2601.0,108.4,24.0,2,60000,23,552.0
12034037001,95304.0,1588.4,60.0,2,60000,0,0.0
12034051001,45080.0,1502.7,30.0,2,60000,1,30.0
12034053001,38640.0,1610.0,24.0,2,60000,1,24.0
12034055001,37962.0,1054.5,36.0,2,60000,1,36.0
12034063001,8246.0,687.2,12.0,2,60000,7,84.0
12034071001,11760.0,490.0,24.0,2,60000,5,120.0
12034073001,8246.0,687.2,12.0,2,60000,7,84.0
12034075001,65268.0,1813.0,36.0,2,60000,0,0.0
12034085001,4320.0,720.0,6.0,2,60000,13,78.0
12034086001,4320.0,720.0,6.0,2,60000,13,78.0
12034087001,2574.0,429.0,6.0,2,60000,23,138.0
12034088001,2574.0,429.0,6.0,2,60000,23,138.0
12034094001,37962.0,1054.5,36.0,2,60000,1,36.0
12034095001,37962.0,1054.5,36.0,2,60000,1,36.0
12034097001,26400.0,754.3,35.0,2,60000,2,70.0
12034100001,13050.0,543.8,24.0,2,60000,4,96.0
12034103001,8624.0,718.7,12.0,2,60000,6,72.0
12034104001,36801.0,1022.3,36.0,2,60000,1,36.0
12034126001,2002.0,333.7,6.0,2,60000,29,174.0
12034154001,640.0,106.7,6.0,2,60000,93,558.0
12034167001,1836.0,153.0,12.0,2,60000,32,384.0
12034171001,1152.0,192.0,6.0,2,60000,52,312.0
12034172001,648.0,108.0,6.0,2,60000,92,552.0
12034201001,117392.0,2445.7,48.0,2,60000,0,0.0
12034211001,29760.0,2976.0,10.0,2,60000,2,20.0
12034240001,1890.0,315.0,6.0,2,60000,31,186.0
12034999001,2880.0,240.0,12.0,2,60000,20,240.0
12100002001,26136.0,544.5,48.0,2,60000,2,96.0
12100003001,27300.0,568.8,48.0,2,60000,2,96.0
12100008001,26649.0,555.2,48.0,2,60000,2,96.0
12100009001,8932.0,372.2,24.0,2,60000,6,144.0
12100011001,22680.0,472.5,48.0,2,60000,2,96.0
12100012001,40950.0,568.8,72.0,2,60000,1,72.0
12100013001,26136.0,544.5,48.0,2,60000,2,96.0
12100017001,30186.0,628.9,48.0,2,60000,1,48.0
12100018001,35400.0,491.7,72.0,2,60000,1,72.0
12100019001,33925.0,471.2,72.0,2,60000,1,72.0
12100020001,39312.0,546.0,72.0,2,60000,1,72.0
12100023001,38304.0,532.0,72.0,2,60000,1,72.0
12100026001,49608.0,689.0,72.0,2,60000,1,72.0
12100027001,39744.0,828.0,48.0,2,60000,1,48.0
12100028001,40560.0,563.3,72.0,2,60000,1,72.0
12100039001,28080.0,1560.0,18.0,2,60000,2,36.0
12100040001,44460.0,926.3,48.0,2,60000,1,48.0
12100046001,37392.0,519.3,72.0,2,60000,1,72.0
12100049001,5776.0,481.3,12.0,2,60000,10,120.0
12100051001,5415.0,451.3,12.0,2,60000,11,132.0
12100054001,6534.0,544.5,12.0,2,60000,9,108.0
12100055001,2618.0,218.2,12.0,2,60000,22,264.0
12100056001,27648.0,576.0,48.0,2,60000,2,96.0
12100059001,26136.0,544.5,48.0,2,60000,2,96.0
12100061001,26040.0,542.5,48.0,2,60000,2,96.0
12100069001,14490.0,603.8,24.0,2,60000,4,96.0
12100078001,26691.0,444.9,60.0,2,60000,2,120.0
12100091001,5313.0,442.8,12.0,2,60000,11,132.0
12100092001,36192.0,3016.0,12.0,2,60000,1,12.0
12100093001,36192.0,3016.0,12.0,2,60000,1,12.0
12100101001,36946.0,769.7,48.0,2,60000,1,48.0
12100102001,36946.0,769.7,48.0,2,60000,1,48.0
12100103001,11000.0,458.3,24.0,2,60000,5,120.0
12100911001,29295.0,488.3,60.0,2,60000,2,120.0
12101001002,10368.0,288.0,36.0,2,60000,5,180.0
12101003001,15456.0,322.0,48.0,2,60000,3,144.0
12101004001,3570.0,297.5,12.0,2,60000,16,192.0
12101005001,12654.0,527.3,24.0,2,60000,4,96.0
12101009001,4560.0,380.0,12.0,2,60000,13,156.0
12101010001,8602.0,179.2,48.0,2,60000,6,288.0
12101016001,1820.0,151.7,12.0,2,60000,32,384.0
12101020001,11592.0,322.0,36.0,2,60000,5,180.0
12101032001,28860.0,240.5,120.0,2,60000,2,240.0
12101033001,28860.0,240.5,120.0,2,60000,2,240.0
12101040002,20196.0,420.8,48.0,2,60000,2,96.0
12101042001,14212.0,296.1,48.0,2,60000,4,192.0
12101043001,14212.0,296.1,48.0,2,60000,4,192.0
12102003001,11000.0,458.3,24.0,2,60000,5,120.0
12102005001,30375.0,421.9,72.0,2,60000,1,72.0
12102006001,32550.0,406.9,80.0,2,60000,1,80.0
12102008001,31000.0,1291.7,24.0,2,60000,1,24.0
12102010001,20475.0,426.6,48.0,2,60000,2,96.0
12102013001,18144.0,453.6,40.0,2,60000,3,120.0
12102014001,19000.0,395.8,48.0,2,60000,3,144.0
12102016001,10240.0,853.3,12.0,2,60000,5,60.0
12102020001,19950.0,415.6,48.0,2,60000,3,144.0
12102021001,19228.0,400.6,48.0,2,60000,3,144.0
12102022001,19000.0,395.8,48.0,2,60000,3,144.0
12102024001,31185.0,649.7,48.0,2,60000,1,48.0
12102026001,12480.0,520.0,24.0,2,60000,4,96.0
12102029001,8008.0,667.3,12.0,2,60000,7,84.0
12102030001,5985.0,498.8,12.0,2,60000,10,120.0
12102031001,21576.0,449.5,48.0,2,60000,2,96.0
12102033001,12480.0,520.0,24.0,2,60000,4,96.0
12102035001,31740.0,396.8,80.0,2,60000,1,80.0
12102038001,9680.0,403.3,24.0,2,60000,6,144.0
12102041001,17556.0,365.8,48.0,2,60000,3,144.0
12102042001,3696.0,369.6,10.0,2,60000,16,160.0
12102046001,11500.0,479.2,24.0,2,60000,5,120.0
12102047001,30240.0,1260.0,24.0,2,60000,1,24.0
12102048001,12240.0,510.0,24.0,2,60000,4,96.0
12102053001,28080.0,585.0,48.0,2,60000,2,96.0
12102055001,23552.0,490.7,48.0,2,60000,2,96.0
12102057001,26136.0,544.5,48.0,2,60000,2,96.0
12102058001,18480.0,385.0,48.0,2,60000,3,144.0
12102059001,18496.0,1541.3,12.0,2,60000,3,36.0
12102060001,4320.0,360.0,12.0,2,60000,13,156.0
12102067001,9614.0,400.6,24.0,2,60000,6,144.0
12102080001,32670.0,1361.3,24.0,2,60000,1,24.0
12102082001,50600.0,4216.7,12.0,2,60000,1,12.0
12102086001,34650.0,1443.8,24.0,2,60000,1,24.0
12102087001,4590.0,382.5,12.0,2,60000,13,156.0
12102091001,4320.0,360.0,12.0,2,60000,13,156.0
12102092001,6292.0,524.3,12.0,2,60000,9,108.0
12102095001,8993.0,749.4,12.0,2,60000,6,72.0
12102097001,9680.0,403.3,24.0,2,60000,6,144.0
