item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_pod_inventory_level,item_warehouse_inventory_level
471,14011034001,3,21,118,45.0,30.0,30.0,40500.0,2.8,10.0,4050.0,0.28,PCS,0.4,0.3
472,14011052001,3,20,1225,50.0,39.0,29.0,56550.0,2.45,24.0,2356.3,0.102,PCS,0.4,0.3
473,14011059001,3,21,100,43.0,33.0,20.0,28380.0,2.32,6.0,4730.0,0.387,PCS,0.4,0.3
474,14014006001,3,21,835,60.0,41.0,29.0,71340.0,2.55,6.0,11890.0,0.425,PCS,0.4,0.3
475,14014015001,3,21,388,60.0,40.0,35.0,84000.0,4.92,12.0,7000.0,0.41,PCS,0.4,0.3
476,14020053001,3,21,176,30.0,30.0,23.0,20700.0,2.87,16.0,1293.8,0.179,PCS,0.4,0.3
477,14022019001,3,21,117,57.0,28.0,25.0,39900.0,1.66,10.0,3990.0,0.166,PCS,0.4,0.3
478,14023029001,3,21,165,59.0,39.0,40.0,92040.0,3.69,12.0,7670.0,0.308,PCS,0.4,0.3
479,14023047001,3,21,79,44.0,36.0,24.0,38016.0,4.5,12.0,3168.0,0.375,PCS,0.4,0.3
480,14023056001,3,21,717,52.0,40.0,23.0,47840.0,4.86,12.0,3986.7,0.405,PCS,0.4,0.3
481,14023248001,3,21,93,42.0,22.0,13.0,12012.0,2.11,12.0,1001.0,0.176,PCS,0.4,0.3
482,14102250001,3,21,201,51.0,21.0,34.0,36414.0,4.54,10.0,3641.4,0.454,PCS,0.4,0.3
483,14103009001,3,21,98,39.0,26.0,32.0,32448.0,4.92,8.0,4056.0,0.615,PCS,0.4,0.3
484,14121020001,3,21,153,36.0,24.0,18.0,15552.0,1.73,10.0,1555.2,0.173,PCS,0.4,0.3
485,14131025001,3,21,78,56.0,26.0,23.0,33488.0,4.8,8.0,4186.0,0.6,PCS,0.4,0.3
486,14131027001,3,21,103,56.0,26.0,23.0,33488.0,3.93,8.0,4186.0,0.491,PCS,0.4,0.3
487,14131047001,3,21,165,59.0,27.0,22.0,35046.0,5.04,12.0,2920.5,0.42,PCS,0.4,0.3
488,14132015001,3,21,134,37.0,37.0,26.0,35594.0,4.14,12.0,2966.2,0.345,PCS,0.4,0.3
489,14132031001,3,21,86,54.0,29.0,22.0,34452.0,4.1,12.0,2871.0,0.342,PCS,0.4,0.3
490,14203017001,3,21,234,53.0,34.0,33.0,59466.0,6.06,40.0,1486.7,0.152,PCS,0.4,0.3
491,14204059001,3,21,65,41.0,30.0,19.0,23370.0,2.89,12.0,1947.5,0.241,PCS,0.4,0.3
492,14222068001,3,21,49,37.0,20.0,17.0,12580.0,2.8,10.0,1258.0,0.28,PCS,0.4,0.3
493,14222072001,3,20,39,37.0,20.0,17.0,12580.0,2.8,10.0,1258.0,0.28,PCS,0.4,0.3
494,14223003001,3,21,71,47.0,28.0,18.0,23688.0,3.89,10.0,2368.8,0.389,PCS,0.4,0.3
495,14500010001,3,21,734,42.0,28.0,23.0,27048.0,2.5,12.0,2254.0,0.208,PCS,0.4,0.3
496,14500026001,3,20,277,43.0,28.0,17.0,20468.0,1.3,12.0,1705.7,0.108,PCS,0.4,0.3
497,14500037001,3,21,113,41.0,37.0,38.0,57646.0,6.83,6.0,9607.7,1.138,PCS,0.4,0.3
498,14500056001,3,20,165,34.0,34.0,18.0,20808.0,1.6,8.0,2601.0,0.2,PCS,0.4,0.3
499,14501004001,3,21,574,36.0,31.0,14.0,15624.0,3.014,30.0,520.8,0.1,PCS,0.4,0.3
500,14501010001,3,21,962,45.0,34.0,21.0,32130.0,3.0,24.0,1338.8,0.125,PCS,0.4,0.3
501,14501012001,3,21,317,50.0,36.0,15.0,27000.0,3.0,12.0,2250.0,0.25,PCS,0.4,0.3
502,14501013001,3,21,676,42.0,28.0,22.0,25872.0,2.5,12.0,2156.0,0.208,PCS,0.4,0.3
503,14501016001,3,21,262,34.0,26.0,15.0,13260.0,2.78,12.0,1105.0,0.232,PCS,0.4,0.3
504,14502004001,3,21,642,50.0,36.0,17.0,30600.0,3.21,12.0,2550.0,0.268,PCS,0.4,0.3
505,14502010001,3,21,379,32.0,32.0,14.0,14336.0,3.1,24.0,597.3,0.129,PCS,0.4,0.3
506,14502015001,3,20,310,43.0,28.0,23.0,27692.0,2.5,12.0,2307.7,0.208,PCS,0.4,0.3
507,14502041001,3,21,740,40.0,31.0,13.0,16120.0,3.42,30.0,537.3,0.114,PCS,0.4,0.3
508,14502077001,3,21,895,43.0,28.0,17.0,20468.0,1.8,12.0,1705.7,0.15,PCS,0.4,0.3
509,14503013001,3,20,494,41.0,28.0,17.0,19516.0,1.7,12.0,1626.3,0.142,PCS,0.4,0.3
510,14503019001,3,21,639,43.0,29.0,23.0,28681.0,2.11,12.0,2390.1,0.176,PCS,0.4,0.3
511,14505031001,3,21,238,43.0,28.0,22.0,26488.0,2.5,12.0,2207.3,0.208,PCS,0.4,0.3
512,14505099001,3,21,174,42.0,33.0,13.0,18018.0,1.73,12.0,1501.5,0.144,PCS,0.4,0.3
513,14505138001,3,21,337,42.0,34.0,13.0,18564.0,1.64,12.0,1547.0,0.137,PCS,0.4,0.3
514,14505917001,3,21,838,39.0,31.0,12.0,14508.0,2.02,40.0,362.7,0.05,PCS,0.4,0.3
515,14510039001,3,21,284,35.0,24.0,5.0,4288.0,3.0,1.0,4287.5,3.0,PCS,0.4,0.3
516,14520065001,3,21,147,35.0,29.0,34.0,34510.0,6.2,96.0,359.5,0.065,PCS,0.4,0.3
517,14620014001,3,21,106,33.0,23.0,28.0,21252.0,12.21,6.0,3542.0,2.035,PCS,0.4,0.3
518,14804010001,3,21,280,40.0,27.0,12.0,12960.0,10.08,24.0,540.0,0.42,PCS,0.4,0.3
519,14804012001,3,21,59,42.0,28.0,13.0,15288.0,10.95,2.0,7644.0,5.475,PCS,0.4,0.3
520,14810016001,3,21,498,35.0,26.0,18.0,16380.0,10.7,24.0,682.5,0.446,PCS,0.4,0.3
521,14820014001,3,21,287,42.0,29.0,19.0,23142.0,17.06,48.0,482.1,0.355,PCS,0.4,0.3
522,14820028001,3,21,510,31.0,23.0,23.0,16399.0,11.74,48.0,341.6,0.245,PCS,0.4,0.3
523,14832018001,3,21,485,35.0,27.0,12.0,11340.0,7.21,24.0,472.5,0.3,PCS,0.4,0.3
524,14833010001,3,21,282,35.0,27.0,10.0,9450.0,5.5,24.0,393.8,0.229,PCS,0.4,0.3
525,10001005001,1,21,367,40.0,27.0,12.0,12960.0,9.11,24.0,540.0,0.38,PCS,0.5,0.4
526,10002025001,1,21,59,38.0,28.0,30.0,31920.0,16.2,12.0,2660.0,1.35,PCS,0.5,0.4
527,10002040001,1,20,94,34.0,23.0,31.0,24242.0,13.1,6.0,4040.3,2.183,PCS,0.5,0.4
528,10002071001,1,21,175,42.0,28.0,25.0,29400.0,15.95,24.0,1225.0,0.665,PCS,0.5,0.4
529,10002072001,1,18,37,34.0,23.0,30.0,23460.0,13.3,6.0,3910.0,2.217,PCS,0.5,0.4
530,10002942001,1,19,125,40.0,28.0,12.0,13440.0,8.91,24.0,560.0,0.371,PCS,0.5,0.4
531,10002992001,1,21,86,27.0,19.0,23.0,11799.0,6.27,1.0,11799.0,6.27,PCS,0.5,0.4
532,10011008001,1,21,30,39.0,17.0,26.0,17238.0,11.38,10.0,1723.8,1.138,PCS,0.5,0.4
533,10012006001,1,19,232,28.0,16.0,9.0,4032.0,3.4,24.0,168.0,0.142,PCS,0.5,0.4
534,10012907001,1,18,104,33.0,16.0,13.0,6864.0,5.34,24.0,286.0,0.222,PCS,0.5,0.4
535,10014009001,1,21,418,40.0,27.0,17.0,18360.0,12.08,24.0,765.0,0.503,PCS,0.5,0.4
536,10014032001,1,21,366,35.0,20.0,13.0,9100.0,7.88,24.0,379.2,0.328,PCS,0.5,0.4
537,10014113001,1,20,287,41.0,28.0,12.0,13776.0,8.7,24.0,574.0,0.362,PCS,0.5,0.4
538,10020002001,1,19,143,40.0,19.0,14.0,10640.0,9.6,24.0,443.3,0.4,PCS,0.5,0.4
539,10020008001,1,17,52,44.0,29.0,20.0,25520.0,13.9,24.0,1063.3,0.579,PCS,0.5,0.4
540,10020015001,1,19,208,40.0,27.0,10.0,10800.0,7.21,24.0,450.0,0.3,PCS,0.5,0.4
541,10021010001,1,21,133,42.0,28.0,24.0,28224.0,15.6,24.0,1176.0,0.65,PCS,0.5,0.4
542,10021012001,1,21,1045,41.0,27.0,13.0,14391.0,8.77,24.0,599.6,0.365,PCS,0.5,0.4
543,10021017001,1,19,309,40.0,28.0,23.0,25760.0,16.08,24.0,1073.3,0.67,PCS,0.5,0.4
544,10022008001,1,15,184,32.0,22.0,16.0,11264.0,7.74,24.0,469.3,0.322,PCS,0.5,0.4
545,10022030001,1,20,382,33.0,22.0,14.0,10164.0,6.53,24.0,423.5,0.272,PCS,0.5,0.4
546,10023892001,1,12,5,57.0,32.0,20.0,36480.0,9.38,4.0,9120.0,2.345,PCS,0.5,0.4
547,10024010001,1,15,216,41.0,27.0,12.0,13284.0,8.9,24.0,553.5,0.371,PCS,0.5,0.4
548,10030005001,1,20,92,38.0,28.0,32.0,34048.0,19.37,12.0,2837.3,1.614,PCS,0.5,0.4
549,10030012001,1,20,111,35.0,24.0,31.0,26040.0,17.06,8.0,3255.0,2.132,PCS,0.5,0.4
550,10030016001,1,21,190,41.0,27.0,23.0,25461.0,13.918,24.0,1060.9,0.58,PCS,0.5,0.4
551,10030018001,1,20,117,38.0,21.0,31.0,24738.0,17.72,8.0,3092.3,2.215,PCS,0.5,0.4
552,10030019001,1,15,169,41.0,28.0,24.0,27552.0,15.6,24.0,1148.0,0.65,PCS,0.5,0.4
553,10030021001,1,15,58,43.0,29.0,24.0,29928.0,15.762,24.0,1247.0,0.657,PCS,0.5,0.4
554,10030045001,1,18,112,42.0,28.0,23.0,27048.0,14.24,24.0,1127.0,0.593,PCS,0.5,0.4
555,10031004001,1,20,391,42.0,28.0,24.0,28224.0,14.85,24.0,1176.0,0.619,PCS,0.5,0.4
556,10031012001,1,18,187,43.0,29.0,24.0,29928.0,17.0,24.0,1247.0,0.708,PCS,0.5,0.4
557,10031017001,1,21,823,35.0,21.0,13.0,9555.0,7.82,24.0,398.1,0.326,PCS,0.5,0.4
558,10032001001,1,16,139,35.0,27.0,28.0,26460.0,16.32,12.0,2205.0,1.36,PCS,0.5,0.4
559,10032011001,1,21,471,42.0,25.0,8.0,8400.0,6.21,24.0,350.0,0.259,PCS,0.5,0.4
560,10032055001,1,20,346,35.0,20.0,14.0,9800.0,8.7,24.0,408.3,0.362,PCS,0.5,0.4
561,10032064001,1,19,616,34.0,20.0,11.0,7480.0,6.1,24.0,311.7,0.254,PCS,0.5,0.4
562,10033003001,1,19,132,42.0,29.0,24.0,29232.0,15.95,24.0,1218.0,0.665,PCS,0.5,0.4
563,10033019001,1,21,251,36.0,27.0,31.0,30132.0,16.35,12.0,2511.0,1.362,PCS,0.5,0.4
564,10033049001,1,18,102,35.0,23.0,31.0,24955.0,17.16,8.0,3119.4,2.145,PCS,0.5,0.4
565,10033056001,1,20,369,40.0,27.0,24.0,25920.0,14.55,24.0,1080.0,0.606,PCS,0.5,0.4
566,10033065001,1,21,257,35.0,26.0,31.0,28210.0,15.97,12.0,2350.8,1.331,PCS,0.5,0.4
567,10034014001,1,20,824,35.0,20.0,13.0,9100.0,7.87,24.0,379.2,0.328,PCS,0.5,0.4
568,10034039001,1,21,382,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,0.329,PCS,0.5,0.4
569,10034050001,1,18,400,41.0,27.0,12.0,13284.0,8.5,24.0,553.5,0.354,PCS,0.5,0.4
570,10035003001,1,18,66,36.0,27.0,32.0,31104.0,19.62,12.0,2592.0,1.635,PCS,0.5,0.4
571,10035006001,1,20,263,35.0,20.0,11.0,7700.0,6.73,24.0,320.8,0.28,PCS,0.5,0.4
572,10035017001,1,21,344,42.0,28.0,24.0,28224.0,14.6,24.0,1176.0,0.608,PCS,0.5,0.4
573,10040003001,1,21,978,35.0,27.0,30.0,28350.0,19.3,12.0,2362.5,1.608,PCS,0.5,0.4
574,10040010001,1,20,441,41.0,27.0,24.0,26568.0,15.72,24.0,1107.0,0.655,PCS,0.5,0.4
575,10040018001,1,18,133,38.0,22.0,31.0,25916.0,16.93,8.0,3239.5,2.116,PCS,0.5,0.4
576,10040020001,1,21,554,41.0,28.0,24.0,27552.0,15.15,24.0,1148.0,0.631,PCS,0.5,0.4
577,10040022001,1,17,358,38.0,31.0,24.0,28272.0,18.32,20.0,1413.6,0.916,PCS,0.5,0.4
578,10040023001,1,21,756,37.0,30.0,26.0,28860.0,18.48,20.0,1443.0,0.924,PCS,0.5,0.4
579,10040032001,1,19,959,36.0,24.0,19.0,16416.0,9.2,24.0,684.0,0.383,PCS,0.5,0.4
580,10040033001,1,19,189,38.0,23.0,31.0,27094.0,19.0,8.0,3386.8,2.375,PCS,0.5,0.4
581,10040037001,1,20,47,36.0,18.0,35.0,22680.0,12.55,2.0,11340.0,6.275,PCS,0.5,0.4
582,10040041001,1,20,585,37.0,25.0,18.0,16650.0,8.8,24.0,693.8,0.367,PCS,0.5,0.4
583,10040048001,1,11,527,38.0,22.0,31.0,25916.0,17.0,8.0,3239.5,2.125,PCS,0.5,0.4
584,10040058001,1,21,506,42.0,28.0,24.0,28224.0,16.17,24.0,1176.0,0.674,PCS,0.5,0.4
585,10041002001,1,20,285,42.0,28.0,19.0,22344.0,13.68,24.0,931.0,0.57,PCS,0.5,0.4
586,10041006001,1,18,138,40.0,26.0,22.0,22880.0,12.85,24.0,953.3,0.535,PCS,0.5,0.4
587,10041032001,1,18,146,42.0,25.0,24.0,25200.0,12.82,24.0,1050.0,0.534,PCS,0.5,0.4
588,10041085001,1,17,369,43.0,29.0,23.0,28681.0,14.09,24.0,1195.0,0.587,PCS,0.5,0.4
589,10052020001,1,21,31,32.0,25.0,27.0,21600.0,12.34,12.0,1800.0,1.028,PCS,0.5,0.4
590,10303002001,1,17,259,40.0,27.0,12.0,12960.0,8.87,24.0,540.0,0.37,PCS,0.5,0.4
591,11021006001,1,8,2,41.0,41.0,30.0,50430.0,14.3,12.0,4202.5,1.192,PCS,0.5,0.4
592,11022034001,1,9,3,36.0,32.0,24.0,27648.0,11.3,18.0,1536.0,0.628,PCS,0.5,0.4
593,11032003001,1,10,4,38.0,25.0,20.0,19000.0,8.22,12.0,1583.3,0.685,PCS,0.5,0.4
594,11032024001,1,11,16,46.0,36.0,28.0,46368.0,11.03,24.0,1932.0,0.46,PCS,0.5,0.4
595,11032037001,1,16,25,53.0,39.0,21.0,43407.0,15.31,24.0,1808.6,0.638,PCS,0.5,0.4
596,11040006001,1,21,58,36.0,27.0,30.0,29160.0,10.73,12.0,2430.0,0.894,PCS,0.5,0.4
597,11040010001,1,21,54,36.0,21.0,29.0,21924.0,8.6,12.0,1827.0,0.717,PCS,0.5,0.4
598,11040030001,1,18,23,34.0,26.0,29.0,25636.0,13.46,12.0,2136.3,1.122,PCS,0.5,0.4
599,11040035001,1,21,63,36.0,26.0,29.0,27144.0,10.2,12.0,2262.0,0.85,PCS,0.5,0.4
600,11040056001,1,8,2,27.0,23.0,27.0,16767.0,10.27,12.0,1397.3,0.856,PCS,0.5,0.4
601,11041019001,1,10,5,40.0,14.0,20.0,11200.0,1.6,10.0,1120.0,0.16,PCS,0.5,0.4
602,11041027001,1,18,7,38.0,34.0,18.0,23256.0,8.0,24.0,969.0,0.333,PCS,0.5,0.4
603,11050004001,1,19,38,36.0,21.0,30.0,22680.0,12.37,4.0,5670.0,3.092,PCS,0.5,0.4
604,11050011001,1,17,28,30.0,23.0,28.0,19320.0,11.22,12.0,1610.0,0.935,PCS,0.5,0.4
605,11050012001,1,18,17,39.0,26.0,27.0,27378.0,10.52,12.0,2281.5,0.877,PCS,0.5,0.4
606,11050017001,1,20,21,36.0,22.0,30.0,23760.0,12.45,4.0,5940.0,3.112,PCS,0.5,0.4
607,11050020001,1,20,26,37.0,30.0,28.0,31080.0,10.42,12.0,2590.0,0.868,PCS,0.5,0.4
608,11050049001,1,8,2,33.0,18.0,22.0,13068.0,8.48,12.0,1089.0,0.707,PCS,0.5,0.4
609,11050078001,1,9,2,38.0,22.0,25.0,20900.0,11.6,10.0,2090.0,1.16,PCS,0.5,0.4
610,11061071001,1,20,29,42.0,39.0,30.0,49140.0,1.82,20.0,2457.0,0.091,PCS,0.5,0.4
611,11070001001,1,19,51,41.0,28.0,27.0,30996.0,13.3,24.0,1291.5,0.554,PCS,0.5,0.4
612,11070007001,1,19,130,41.0,27.0,27.0,29889.0,11.5,24.0,1245.4,0.479,PCS,0.5,0.4
613,11073902002,1,14,7,35.0,31.0,13.0,14105.0,3.13,12.0,1175.4,0.261,PCS,0.5,0.4
614,11074020001,1,10,5,31.0,23.0,26.0,18538.0,0.95,12.0,1544.8,0.079,PCS,0.5,0.4
615,11100001001,1,17,69,37.0,30.0,32.0,35520.0,18.75,4.0,8880.0,4.688,PCS,0.5,0.4
616,11100015001,1,12,4,37.0,30.0,28.0,31080.0,18.12,4.0,7770.0,4.53,PCS,0.5,0.4
617,11103019001,1,16,85,44.0,26.0,32.0,36608.0,15.6,4.0,9152.0,3.9,PCS,0.5,0.4
618,11103022001,1,21,111,41.0,29.0,32.0,38048.0,13.01,6.0,6341.3,2.168,PCS,0.5,0.4
619,11103050001,1,21,81,41.0,29.0,31.0,36859.0,13.12,6.0,6143.2,2.187,PCS,0.5,0.4
620,11103070001,1,21,71,35.0,26.0,31.0,28210.0,12.83,6.0,4701.7,2.138,PCS,0.5,0.4
621,11103090001,1,21,104,42.0,29.0,32.0,38976.0,12.8,6.0,6496.0,2.133,PCS,0.5,0.4
622,11103134001,1,19,37,46.0,25.0,32.0,36800.0,13.6,4.0,9200.0,3.4,PCS,0.5,0.4
623,11103136001,1,21,181,36.0,25.0,32.0,28800.0,12.4,6.0,4800.0,2.067,PCS,0.5,0.4
624,11103137001,1,17,92,36.0,25.0,32.0,28800.0,12.36,6.0,4800.0,2.06,PCS,0.5,0.4
625,11103179001,1,9,4,8.0,9.0,13.0,899.0,0.2,1.0,898.88,0.2,PCS,0.5,0.4
626,11103237001,1,14,6,42.0,30.0,30.0,37800.0,11.35,3.0,12600.0,3.783,PCS,0.5,0.4
627,11103375001,1,20,37,35.0,27.0,30.0,28350.0,12.87,6.0,4725.0,2.145,PCS,0.5,0.4
628,11110085001,1,19,20,38.0,24.0,28.0,25536.0,12.03,6.0,4256.0,2.005,PCS,0.5,0.4
629,11111011001,1,20,30,33.0,22.0,32.0,23232.0,11.05,6.0,3872.0,1.842,PCS,0.5,0.4
630,11111017001,1,20,67,39.0,28.0,32.0,34944.0,21.77,4.0,8736.0,5.442,PCS,0.5,0.4
631,12000028001,1,7,2,42.0,23.0,26.0,25116.0,10.74,12.0,2093.0,0.895,PCS,0.5,0.4
632,12000045001,1,13,4,43.0,23.0,25.0,24725.0,12.1,12.0,2060.4,1.008,PCS,0.5,0.4
633,12000059001,1,18,23,32.0,32.0,27.0,27648.0,13.362,6.0,4608.0,2.227,PCS,0.5,0.4
634,12000108001,1,13,4,43.0,23.0,25.0,24725.0,12.1,12.0,2060.4,1.008,PCS,0.5,0.4
635,12000178001,1,20,50,40.0,24.0,22.0,21120.0,10.45,12.0,1760.0,0.871,PCS,0.5,0.4
636,12000351001,1,8,2,43.0,23.0,24.0,23736.0,12.06,12.0,1978.0,1.005,PCS,0.5,0.4
637,12002023001,1,17,12,41.0,21.0,24.0,20664.0,10.7,12.0,1722.0,0.892,PCS,0.5,0.4
638,12005093008,1,8,5,31.0,26.0,20.0,16120.0,3.17,12.0,1343.3,0.264,PCS,0.5,0.4
639,12010023002,1,16,54,27.0,22.0,31.0,18414.0,10.17,72.0,255.8,0.141,PCS,0.5,0.4
640,12010137001,1,19,14,43.0,22.0,24.0,22704.0,9.9,12.0,1892.0,0.825,PCS,0.5,0.4
641,12010209001,1,12,4,44.0,19.0,21.0,17556.0,7.0,12.0,1463.0,0.583,PCS,0.5,0.4
642,12011033001,1,18,46,32.0,32.0,28.0,28672.0,13.51,6.0,4778.7,2.252,PCS,0.5,0.4
643,12011168001,1,18,36,33.0,32.0,28.0,29568.0,13.25,6.0,4928.0,2.208,PCS,0.5,0.4
644,12011299001,1,12,7,29.0,26.0,25.0,18850.0,10.8,12.0,1570.8,0.9,PCS,0.5,0.4
645,12020225001,1,8,6,26.0,17.0,19.0,8398.0,2.2,12.0,699.8,0.183,PCS,0.5,0.4
646,12034075001,1,19,25,49.0,36.0,37.0,65268.0,4.26,36.0,1813.0,0.118,PCS,0.5,0.4
647,12100011001,1,15,19,45.0,21.0,24.0,22680.0,9.37,48.0,472.5,0.195,PCS,0.5,0.4
648,12100013001,1,18,15,36.0,33.0,22.0,26136.0,9.35,48.0,544.5,0.195,PCS,0.5,0.4
649,12102048001,1,10,5,30.0,17.0,24.0,12240.0,3.3,24.0,510.0,0.137,PCS,0.5,0.4
650,12102140001,1,20,36,23.0,23.0,17.0,8993.0,2.55,12.0,749.4,0.212,PCS,0.5,0.4
651,12102152001,1,18,10,33.0,23.0,24.0,18216.0,4.73,12.0,1518.0,0.394,PCS,0.5,0.4
652,12112018001,1,10,3,23.0,17.0,19.0,7429.0,3.32,12.0,619.1,0.277,PCS,0.5,0.4
653,12120052001,1,21,84,43.0,29.0,24.0,29928.0,4.0,36.0,831.3,0.111,PCS,0.5,0.4
654,12121109001,1,9,5,40.8,30.2,23.0,28339.68,2.56,12.0,2361.6,0.213,PCS,0.5,0.4
655,12122020001,1,18,45,54.0,25.0,38.0,51300.0,5.2,48.0,1068.8,0.108,PCS,0.5,0.4
656,12122034001,1,13,8,45.0,27.0,13.0,15795.0,1.29,12.0,1316.3,0.108,PCS,0.5,0.4
657,12123015001,1,15,17,44.0,32.0,21.0,29568.0,1.446,12.0,2464.0,0.12,PCS,0.5,0.4
658,12123034001,1,13,11,34.0,23.0,33.0,25806.0,3.3,36.0,716.8,0.092,PCS,0.5,0.4
659,12123050001,1,11,9,32.0,30.0,24.0,23040.0,1.96,12.0,1920.0,0.163,PCS,0.5,0.4
660,12123057001,1,21,35,43.0,36.0,49.0,75852.0,5.79,18.0,4214.0,0.322,PCS,0.5,0.4
661,12123086001,1,19,39,40.0,38.0,30.0,45600.0,3.02,24.0,1900.0,0.126,PCS,0.5,0.4
662,12200017001,1,20,295,18.0,10.0,8.0,1454.0,0.2,1.0,1453.5,0.2,PCS,0.5,0.4
663,12201042001,1,15,814,20.0,10.0,8.0,1615.0,0.2,1.0,1615.0,0.2,PCS,0.5,0.4
664,12201051001,1,18,116,20.0,10.0,8.0,1785.0,0.2,1.0,1785.0,0.2,PCS,0.5,0.4
665,12201083001,1,19,976,20.0,10.0,8.0,1615.0,0.2,1.0,1615.0,0.2,PCS,0.5,0.4
666,12201896001,1,19,236,21.0,10.0,8.0,1785.0,0.2,1.0,1785.0,0.2,PCS,0.5,0.4
667,12201897001,1,15,11,23.0,11.0,6.0,1518.0,0.5,1.0,1518.0,0.5,PCS,0.5,0.4
668,12202007001,1,19,88,31.0,21.0,22.0,14322.0,1.0,1.0,14322.0,1.0,PCS,0.5,0.4
669,12210024001,1,15,311,21.0,10.0,8.0,1785.0,0.2,1.0,1785.0,0.2,PCS,0.5,0.4
670,12220013001,1,21,34,31.0,21.0,22.0,14322.0,1.0,1.0,14322.0,1.0,PCS,0.5,0.4
671,12220015001,1,20,125,31.0,21.0,22.0,14322.0,1.0,1.0,14322.0,1.0,PCS,0.5,0.4
672,12221009001,1,21,54,21.0,11.0,8.0,1964.0,0.2,1.0,1963.5,0.2,PCS,0.5,0.4
673,14000010001,1,19,30,48.0,32.0,23.0,35328.0,2.91,5.0,7065.6,0.582,PCS,0.5,0.4
674,14000021001,1,20,19,46.0,28.0,14.0,18032.0,2.69,12.0,1502.7,0.224,PCS,0.5,0.4
675,14000027001,1,20,35,46.0,32.0,21.0,30912.0,2.75,5.0,6182.4,0.55,PCS,0.5,0.4
676,14000041001,1,20,30,40.0,27.0,35.0,37800.0,3.46,12.0,3150.0,0.288,PCS,0.5,0.4
677,14000135001,1,8,28,38.0,20.0,23.0,17480.0,0.84,1.0,17480.0,0.84,PCS,0.5,0.4
678,14001009001,1,19,46,44.0,31.0,31.0,42284.0,4.71,24.0,1761.8,0.196,PCS,0.5,0.4
679,14001017001,1,21,89,44.0,37.0,34.0,55352.0,4.8,10.0,5535.2,0.48,PCS,0.5,0.4
680,14001018001,1,18,34,44.0,31.0,31.0,42284.0,4.5,24.0,1761.8,0.188,PCS,0.5,0.4
681,14001019001,1,16,13,44.0,37.0,33.0,53724.0,4.7,10.0,5372.4,0.47,PCS,0.5,0.4
682,14001052001,1,21,83,47.0,32.0,22.0,33088.0,3.95,12.0,2757.3,0.329,PCS,0.5,0.4
683,14001060001,1,19,45,30.0,20.0,22.0,13200.0,2.1,12.0,1100.0,0.175,PCS,0.5,0.4
684,14001118001,1,12,15,50.0,25.0,35.0,43750.0,6.02,40.0,1093.8,0.15,PCS,0.5,0.4
685,14002003001,1,15,11,55.0,29.0,25.0,39875.0,3.52,12.0,3322.9,0.293,PCS,0.5,0.4
686,14003054001,1,20,23,43.0,34.0,29.0,42398.0,4.72,12.0,3533.2,0.393,PCS,0.5,0.4
687,14010048001,1,12,6,47.0,29.0,25.0,34075.0,2.22,12.0,2839.6,0.185,PCS,0.5,0.4
688,14010072001,1,21,29,48.0,33.0,41.0,64944.0,3.81,12.0,5412.0,0.318,PCS,0.5,0.4
689,14010079001,1,21,31,37.0,20.0,28.0,20720.0,1.16,12.0,1726.7,0.097,PCS,0.5,0.4
690,14010094001,1,21,35,34.0,29.0,16.0,15776.0,2.57,6.0,2629.3,0.428,PCS,0.5,0.4
691,14010098001,1,21,19,47.0,28.0,25.0,32900.0,2.15,12.0,2741.7,0.179,PCS,0.5,0.4
692,14010149001,1,21,34,55.0,37.0,24.0,48840.0,2.12,16.0,3052.5,0.132,PCS,0.5,0.4
693,14010187001,1,21,37,55.0,37.0,24.0,48840.0,2.21,16.0,3052.5,0.138,PCS,0.5,0.4
694,14010211001,1,20,21,47.0,32.0,40.0,60160.0,3.6,12.0,5013.3,0.3,PCS,0.5,0.4
695,14011006001,1,21,50,51.0,28.0,27.0,38556.0,2.03,12.0,3213.0,0.169,PCS,0.5,0.4
696,14011011001,1,20,26,37.0,37.0,25.0,34225.0,1.59,12.0,2852.1,0.132,PCS,0.5,0.4
697,14011023001,1,18,10,44.0,26.0,27.0,30888.0,1.56,12.0,2574.0,0.13,PCS,0.5,0.4
698,14011030001,1,9,92,59.0,39.0,40.0,92040.0,4.5,12.0,7670.0,0.375,PCS,0.5,0.4
699,14011044001,1,19,19,36.0,36.0,25.0,32400.0,1.55,12.0,2700.0,0.129,PCS,0.5,0.4
700,14011051001,1,17,35,36.0,36.0,25.0,32400.0,1.51,12.0,2700.0,0.126,PCS,0.5,0.4
701,14014011001,1,18,41,44.0,30.0,39.0,51480.0,2.3,12.0,4290.0,0.192,PCS,0.5,0.4
702,14020006001,1,21,43,59.0,36.0,21.0,44604.0,2.55,6.0,7434.0,0.425,PCS,0.5,0.4
703,14020008001,1,20,28,41.0,22.0,26.0,23452.0,0.97,12.0,1954.3,0.081,PCS,0.5,0.4
704,14020014001,1,20,32,48.0,28.0,23.0,30912.0,1.19,10.0,3091.2,0.119,PCS,0.5,0.4
705,14020019001,1,14,6,43.0,31.0,26.0,34658.0,1.34,6.0,5776.3,0.223,PCS,0.5,0.4
706,14020949001,1,9,6,49.0,30.0,36.0,52920.0,2.42,6.0,8820.0,0.403,PCS,0.5,0.4
