item_code;item_name;box_length;box_width;box_height;box_volume;box_weight;number_of_item_in_a_box;item_volume;item_unit;item_order_frequency;item_relative_importance;item_quantity_order_mean;item_quantity_order_std;item_quantity_order_total;item_quantity_order_unique;item_quantity_order_unique_frequency;item_class;item_initial_quantity_inventory
12201046001;柔情抽取式衛生紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;03.00;0.9901701638306029;20.00;6.928;60;[12, 24];[1, 2];C;28
12201048001;柔情抽取式衛生紙24入;20.00;10.00;08.00;1615.00.00;00.02;01.00;1615.00.00;PCS;45.00.00;0.798526691221813;32.533;11.618;1464;[24, 48];[29, 16];C;45
12201049001;五月花清膚柔潤抽取衛生紙;20.00;10.00;08.00;1615.00.00;00.02;01.00;1615.00.00;PCS;106.00.00;0.65371577140381;48.429;28.991;5424;[24, 48, 72, 96, 120, 144];[55, 14, 37, 1, 2, 3];C;82
12201051001;春風經濟包抽取衛生紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;38.00.00;0.8212929784503592;14.524;5.038;610;[10, 20];[23, 19];C;22
12201053001;舒潔濕式衛生紙外出包;23.00;11.00;06.00;1518.00.00;00.05;01.00;1518.00.00;PCS;03.00;0.9901801636639389;1.333;0,400694444;4;[1, 2];[2, 1];C;2
12201059001;舒潔棉柔舒適抽取衛生紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;16.00;0.9121081315311411;55.05.00;57.278;888;[24, 48, 144, 240];[7, 7, 1, 1];C;115
12201061001;淨世代環保抽取衛生紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;02.00;0.9951700804986584;42.00.00;42.426;84;[12, 72];[1, 1];C;86
12201064001;倍潔雅柔拭萬用紙巾;77.00.00;40.00.00;28.00.00;86240.0;06.08;80.00.00;1078.00.00;PCS;18.00;0.9020649655839069;49.474;27.784;940;[20, 40, 80];[7, 4, 8];C;82
12201065001;蒲公英環保抽取衛生紙;19.00;10.00;08.00;1550.00.00;00.02;01.00;1550.04.00;PCS;118.00.00;0.6298095031749471;38.319;38.562;4560;[12, 24, 36, 60, 72, 84, 96, 144, 168];[51, 29, 6, 5, 16, 2, 1, 8, 1];C;79
12201067001;唯潔雅輕巧抽取衛生紙;77.00.00;42.00.00;41.00.00;132594.0;11.00;120.00.00;1105.00.00;PCS;25.00.00;0.8679955334077766;37.02.00;13.077;930;[30, 60];[19, 6];C;51
12201068001;舒潔絲柔乳液抽取衛生紙超值包;21.00;09.00;31.00.00;5859.00.00;01.00;01.00;5859.00.00;PCS;166.00.00;0.5529007849869169;1.398;0,340972222;232;[1, 2];[100, 66];C;2
12201069001;春風柔膚感抽取式衛生紙;19.00;10.00;08.00;1550.00.00;00.02;01.00;1550.04.00;PCS;113.00.00;0.6394260095665072;47.597;32.768;5664;[24, 48, 72, 96, 144];[62, 22, 26, 1, 8];C;85
12201071001;得意連續抽取衛生紙-大甲媽版;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;19.00;0.8968583856935718;30.00.00;10.583;840;[24, 48];[21, 7];C;56
12201072001;春風Sillace頂級絲柔乳霜果仁油抽取衛生紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;04.00;0.9842769287178547;21.06;15.646;108;[12, 24, 48];[3, 1, 1];C;44
12201077001;唯潔雅抽取式衛生紙;79.00.00;48.00.00;38.00.00;144096.0;10.05;96.00.00;1501.00.00;PCS;02.00;0.9951767470542158;24.00.00;00.00;96;[24];[4];C;48
12201079001;舒潔迪士尼抽取衛生紙;18.00;10.00;08.00;1469.00.00;00.02;01.00;1468.08.00;PCS;330.00.00;0.34970750487491875;31.714;22.222;11988;[12, 24, 36, 48, 72, 84, 120];[77, 186, 30, 52, 9, 14, 10];B;94
12201080001;家樂福優質三層抽取式衛生紙;78.00.00;48.00.00;40.00.00;149760.0;15.43;04.00;37440.0;PCS;50.00.00;0.7845602573290446;1.547;0,349305556;82;[1, 2];[24, 29];C;3
12201083001;春風柔韌感山茶花抽取衛生紙;20.00;10.00;08.00;1615.00.00;00.02;01.00;1615.00.00;PCS;68.00.00;0.7405543240945984;60.282;54.74;5124;[12, 24, 36, 60, 72, 84, 144, 156, 168];[22, 13, 16, 6, 8, 1, 2, 16, 1];C;133
12201084001;家樂福優質抽取式衛生紙;78.00.00;48.00.00;39.00.00;146016.0;0,511805556;04.00;36504.0;PCS;261.00.00;0.42111964800586654;4.127;7.662;1362;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 42];[118, 87, 6, 78, 2, 2, 1, 19, 1, 1, 3, 12];B;25
12201086001;舒潔女性專用濕式衛生紙;23.00;11.00;06.00;1518.00.00;00.05;01.00;1518.00.00;PCS;09.00;0.9538007699871669;4.667;1.581;42;[3, 6];[4, 5];C;7
12201095001;舒潔親膚海洋膠原蛋白衛生紙;18.00;25.00.00;22.00;9985.00.00;0,651388889;01.00;9985.25.00;PCS;31.00.00;0.8450559157347377;43.125;27.875;1380;[20, 40, 60, 80];[18, 1, 3, 10];C;74
12201096001;可麗舒櫻花柔選抽取衛生紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;04.00;0.9842902618289695;65.00.00;30.00.00;260;[20, 80];[1, 3];C;97
12201097001;舒潔三層竹炭萃取抽取衛生紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;03.00;0.9901901634972751;26.667;11.547;80;[20, 40];[2, 1];C;39
12201098001;倍潔雅柔軟舒適抽取衛生紙;60.00.00;38.00.00;56.00.00;127680.0;0,588194444;84.00.00;1520.00.00;PCS;33.00.00;0.8372293795103415;21.636;09.32;714;[14, 28, 56];[17, 15, 1];C;32
12201099001;倍潔雅3層抽取衛生紙;48.00.00;36.00.00;36.00.00;62208.0;10.636;60.00.00;1036.08.00;PCS;01.00;0.9989200179997;20.00;00.00;20;[20];[1];C;20
12201101001;唯潔雅潔淨柔感抽取式衛生紙;60.00.00;49.00.00;39.00.00;114660.0;11.02;72.00.00;1592.05.00;PCS;82.00.00;0.7063648939184347;17.045;8.673;1500;[12, 24, 60];[57, 29, 2];C;28
12201103001;倍潔雅抽取式衛生紙;79.00.00;48.00.00;38.00.00;144096.0;10.05;96.00.00;1501.00.00;PCS;175.00.00;0.539761003983267;58.418;31.847;10632;[24, 48, 72, 96];[72, 24, 21, 65];C;94
12201104001;優活抽取式衛生紙;78.00.00;48.00.00;38.00.00;142272.0;11.01;96.00.00;1482.00.00;PCS;140.00.00;0.5937201046649222;59.586;47.59.00;8640;[24, 48, 72, 96, 144, 480];[58, 27, 10, 48, 1, 1];C;112
12201105001;家樂福抽取式衛生紙-FSC 110x24;20.00;10.00;08.00;1615.00.00;00.02;01.00;1615.00.00;PCS;382.00.00;0.3063915601406643;2.353;1.692;953;[1, 2, 3, 4, 5, 6, 8];[176, 86, 79, 8, 8, 44, 4];B;7
12201107001;家樂福抽取式花紋衛生紙-FSC 110X6;40.00.00;50.00.00;10.00;20000.0;00.02;01.00;20000.0;PCS;07.00;0.9657305711571473;12.00;7.528;120;[5, 10, 20, 30];[2, 6, 1, 1];C;25
12201108001;家樂福抽取式花紋衛生紙-FSC130X12;40.00.00;20.00;30.00.00;24000.0;00.02;01.00;24000.0;PCS;22.00;0.8819353010783154;4.433;1.736;133;[1, 2, 3, 4, 6];[1, 5, 4, 5, 15];C;8
12201109001;家樂福抽取式花紋衛生紙-FSC110X10;40.00.00;50.00.00;10.00;20000.0;00.02;01.00;20000.0;PCS;19.00;0.8969217179713671;4.875;2.328;117;[1, 2, 3, 4, 6, 12];[1, 4, 2, 3, 13, 1];C;9
12201110001;倍潔雅無漂白PEFC衛生紙;60.00.00;47.00.00;39.00.00;109980.0;0,397222222;72.00.00;1527.05.00;PCS;14.00;0.9231612806453225;15.529;5.636;264;[12, 24];[12, 5];C;25
12201111001;家樂福濕式衛生紙外出包;46.00.00;27.00.00;22.00;27324.0;09.00;72.00.00;379.05.00;PCS;04.00;0.9843035949400843;04.05;1.732;18;[3, 6];[2, 2];C;7
12201112001;家樂福濕式衛生紙;50.00.00;27.00.00;23.00;31050.0;08.05;36.00.00;862.05.00;PCS;12.00;0.9349077515374744;0,177083333;1.357;45;[3, 6];[9, 3];C;6
12201116001;五月花雪絨柔感抽取100抽;20.00;10.00;08.00;1615.00.00;00.02;01.00;1615.00.00;PCS;13.00;0.9292678455359077;1.133;0,244444444;17;[1, 2];[13, 2];C;2
12201120001;家樂福環保抽取式衛生紙 100抽X12包;20.00;10.00;08.00;1615.00.00;00.02;01.00;1615.00.00;PCS;92.00.00;0.6786353560773987;3.443;0,272916667;396;[1, 2, 3, 4, 5, 6, 12, 60];[39, 39, 4, 7, 1, 19, 5, 1];C;11
12201122001;舒潔兒童學習專用濕式衛生紙40抽;23.00;11.00;06.00;1518.00.00;00.05;01.00;1518.00.00;PCS;04.00;0.9843169280511992;0,09375;00.05;7;[1, 2];[1, 3];C;3
12201123001;舒潔4層抽取衛生紙乳木果90抽;19.00;10.00;08.00;1534.00.00;01.00;01.00;1534.25.00;PCS;110.00.00;0.6461125647905869;48.333;21.448;5510;[10, 20, 30, 40, 50, 60, 120];[11, 16, 7, 2, 1, 75, 2];C;73
12201124001;舒潔歡樂炫彩抽取衛生紙120抽;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;38.00.00;0.8214196430059499;14.211;5.004;540;[10, 20];[22, 16];C;20
12201128001;家樂福三層抽取式衛生紙-PEFC;59.00.00;49.00.00;38.00.00;109858.0;12.00;12.00;9154.08.00;PCS;01.00;0.9989233512774787;01.00;00.00;1;[1];[1];C;1
12201896001;家福超值單抽式柔紙巾;21.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;46.00.00;0.7956334061098982;26.957;35.331;1240;[10, 20, 60, 80, 130, 200];[23, 15, 5, 1, 1, 1];C;64
12201897001;舒潔女用濕式衛生紙40P       ;23.00;11.00;06.00;1518.00.00;00.05;01.00;1518.00.00;PCS;22.00;0.8820086331894469;2.636;0,661805556;58;[2, 4];[15, 7];C;4
12201898001;可麗舒抽取衛生紙100抽;19.00;10.00;08.00;1550.00.00;01.00;01.00;1550.04.00;PCS;158.00.00;0.5685505241579307;56.398;38.122;11054;[14, 24, 48, 72, 96, 120, 144];[1, 82, 34, 51, 5, 1, 22];C;110
12202002001;舒潔捲筒衛生紙;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;84.00.00;0.7024949584173598;3.714;2.652;416;[1, 2, 3, 4, 5, 6, 7, 8, 12, 13];[26, 29, 4, 11, 6, 29, 1, 2, 3, 1];C;8
12202005001;春風捲筒衛生紙;35.00.00;23.00;22.00;17710.0;00.02;01.00;17710.0;PCS;26.00.00;0.8643189280178664;5.214;3.758;219;[1, 2, 3, 4, 6, 8, 16];[6, 9, 3, 5, 1, 16, 2];C;13
12202006001;五月花三層捲筒衛生紙 200張;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;01.00;0.9989266845552575;04.00;2.449;16;[1, 4, 7];[1, 2, 1];C;19
12202007001;家樂福超值捲筒式花紋衛生紙;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;116.00.00;0.6333227779537007;3.842;4.171;461;[1, 2, 5, 8, 9, 10, 11, 16];[42, 44, 3, 18, 2, 2, 2, 7];C;9
12202008001;家樂福大捲筒縐紋衛生紙;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;20.00;0.8912918118031367;03.08;3.002;76;[1, 2, 6, 8, 12];[4, 8, 6, 1, 1];C;7
12202009001;家樂福捲筒式花紋衛生紙;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;14.00;0.9232079465342244;08.00;2.854;120;[1, 7, 8, 16];[1, 1, 12, 1];C;12
12202038001;家樂福環保大捲筒衛生紙;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;02.00;0.9951834136097731;03.00;1.095;18;[2, 4];[3, 3];C;11
12202039001;家樂福環保捲筒衛生紙;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;42.00.00;0.8082665288911851;4.698;3.502;202;[1, 2, 3, 4, 6, 12];[5, 13, 3, 3, 13, 6];C;9
12210003001;春風超柔軟面紙-故宮版;24.00.00;12.00;48.00.00;13536.0;00.02;01.00;13536.0;PCS;30.00.00;0.8481225312911451;6.143;02.13;215;[5, 10];[27, 8];C;10
12210005001;家福盒裝面紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;36.00.00;0.8279662005633239;20.811;26.784;770;[5, 10, 45, 50, 60, 100, 105];[16, 12, 1, 4, 2, 1, 1];C;50
12210011001;舒潔迪士尼盒裝面紙;24.00.00;12.00;48.00.00;13536.0;00.02;01.00;13536.0;PCS;28.00.00;0.8558990683488609;16.607;22.446;465;[5, 10, 50, 100];[13, 10, 4, 1];C;40
12210018001;家福超值盒裝面紙;20.00;10.00;08.00;1615.00.00;00.02;01.00;1615.00.00;PCS;84.00.00;0.7027749537507708;16.897;19.248;1470;[5, 10, 20, 30, 45, 50, 55, 60, 100];[34, 34, 1, 1, 1, 13, 1, 1, 1];C;38
12210021001;柔情200盒裝面紙;24.00.00;12.00;48.00.00;13536.0;00.02;01.00;13536.0;PCS;05.00;0.9781136981050316;14.00;20.125;70;[5, 50];[4, 1];C;35
12210024001;五月花親肌感盒裝面紙;21.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;48.00.00;0.7891768470525491;31.442;26.519;1635;[5, 10, 15, 25, 35, 40, 50, 55, 100];[16, 6, 2, 2, 2, 1, 19, 1, 3];C;62
12211001001;舒潔旅行包袖珍面紙70抽;21.00;20.00;10.00;4095.00.00;00.01;01.00;4095.00.00;PCS;05.00;0.9781303644939251;06.04;2.191;32;[4, 8];[2, 3];C;9
12211004001;家福袖珍包面紙;21.00;20.00;10.00;4095.00.00;00.01;01.00;4095.00.00;PCS;01.00;0.9989300178330361;16.00;00.00;16;[16];[1];C;16
12211005001;春風袖珍包面紙;21.00;20.00;10.00;4095.00.00;00.01;01.00;4095.00.00;PCS;16.00;0.9121614639756004;01.25;0,310416667;20;[1, 2];[12, 4];C;2
12211013001;舒潔迪士尼紙手帕;21.00;20.00;10.00;4095.00.00;00.01;01.00;4095.00.00;PCS;04.00;0.9843302611623139;01.25;00.05;5;[1, 2];[3, 1];C;2
12211016001;舒潔迪士尼袖珍包面紙;21.00;20.00;10.00;4095.00.00;00.01;01.00;4095.00.00;PCS;10.00;0.9472708788186863;01.02;0,293055556;12;[1, 2];[8, 2];C;2
12211017001;家福超值袖珍包面紙;58.00.00;35.00.00;46.00.00;93380.0;11.01;28.00.00;3335.00.00;PCS;10.00;0.9473042115964734;1.364;0,350694444;15;[1, 2];[7, 4];C;3
12211023001;舒潔濕式面紙;24.00.00;12.00;48.00.00;13536.0;00.02;01.00;13536.0;PCS;03.00;0.9902001633306111;06.00;00.00;18;[6];[3];C;6
12212001001;家樂福香氛柔濕巾-海洋香氣;27.00.00;25.00.00;23.00;15525.0;04.42;72.00.00;215.06.00;PCS;04.00;0.9843435942734288;30.00.00;34.467;150;[3, 9, 63, 72];[2, 1, 1, 1];C;74
12212002001;好奇潔淨呵護濕巾;16.00;11.00;06.00;968.00.00;00.02;01.00;968.00.00;PCS;05.00;0.9781470308828186;01.06;0,380555556;8;[1, 2];[2, 3];C;3
12212003001;家福嬰兒潔膚濕巾補充包;36.00.00;24.00.00;25.00.00;21600.0;10.06;16.00;1350.00.00;PCS;04.00;0.9843569273845436;03.05;01.00;14;[2, 4];[1, 3];C;5
12212005001;嬌生嬰兒純水柔濕巾- 一般型;24.00.00;36.00.00;25.00.00;21600.0;07.08;12.00;1800.00.00;PCS;65.00.00;0.7500641655972401;4.045;01.44;267;[3, 6];[43, 23];C;6
12212006001;嬌生嬰兒純水柔濕巾- 加厚型;35.00.00;23.00;22.00;17710.0;0,313888889;12.00;1475.08.00;PCS;21.00;0.8866285561907301;4.143;1.493;87;[3, 6];[13, 8];C;6
12212007001;好奇超純水濕巾-加厚型;23.00;11.00;06.00;1518.00.00;00.05;01.00;1518.00.00;PCS;22.00;0.8820819653005784;4.091;1.477;90;[3, 6];[14, 8];C;6
12212008001;依必朗超柔潔膚濕紙巾攜帶包;34.00.00;30.00.00;29.00.00;29580.0;06.04;108.00.00;273.09.00;PCS;07.00;0.9657539041015983;4.714;1.604;33;[3, 6];[3, 4];C;7
12212009001;家樂福香氛柔濕巾-櫻花;27.00.00;25.00.00;23.00;15525.0;04.42;72.00.00;215.06.00;PCS;03.00;0.9902101631639473;03.00;00.00;9;[3];[3];C;3
12212010001;康乃馨寶貝天使濕巾;29.00.00;28.00.00;19.00;15428.0;05.16;60.00.00;257.01.00;PCS;02.00;0.9951900801653306;15.00;7.071;30;[10, 20];[1, 1];C;23
12212011001;家福成人濕紙巾;37.00.00;25.00.00;26.00.00;24050.0;10.08;16.00;1503.01.00;PCS;23.00;0.8764953917434709;2.087;1.564;48;[1, 2, 9];[5, 17, 1];C;4
12212013001;家福綠茶清香柔濕巾;27.00.00;25.00.00;23.00;15525.0;04.36;72.00.00;215.06.00;PCS;04.00;0.9843702604956585;03.00;00.00;12;[3];[4];C;3
12212015001;康乃馨Hi-Water水濕巾80 s;39.00.00;18.00;19.00;13338.0;0,225694444;12.00;1111.05.00;PCS;35.00.00;0.8312928117864702;1.743;0,615277778;61;[1, 2, 6];[13, 21, 1];C;3
12212017001;家福薰衣草柔濕巾;27.00.00;25.00.00;23.00;15525.0;04.42;72.00.00;215.06.00;PCS;04.00;0.9843835936067732;03.00;00.00;12;[3];[4];C;3
12212018001;家樂福香氛柔濕巾-檸檬草;27.00.00;25.00.00;23.00;15525.0;04.42;72.00.00;215.06.00;PCS;04.00;0.984396926717888;03.00;00.00;12;[3];[4];C;3
12212019001;康乃馨寶貝天使潔膚濕巾促銷包;31.00.00;19.00;29.00.00;17081.0;08.00;03.00;5693.07.00;PCS;23.00;0.8765720571323812;2.929;1.184;82;[1, 2, 3, 4, 5, 6];[4, 3, 16, 2, 2, 1];C;5
12212020001;依必朗抗菌潔膚濕紙巾-綠茶清新;36.00.00;25.00.00;23.00;20700.0;08.37;12.00;1725.00.00;PCS;07.00;0.9657772370460492;1.429;0,371527778;10;[1, 2];[4, 3];C;2
12212022001;嬌生嬰兒純水柔濕巾20片x6;35.00.00;25.05.00;19.05;17403.75;05.16;08.00;2175.05.00;PCS;04.00;0.9844102598290029;01.05;0,400694444;6;[1, 2];[2, 2];C;3
12212024001;康乃馨抗菌濕巾50片;30.00.00;19.00;19.00;10830.0;0,227083333;12.00;902.05.00;PCS;11.00;0.9410176497058382;2.667;0,684027778;32;[2, 4];[8, 4];C;4
12212025001;康乃馨寶寶潔膚濕巾補充包;41.00.00;19.00;21.00;16359.0;0,336805556;12.00;1363.03.00;PCS;19.00;0.8969850502491625;0,09375;0,308333333;35;[1, 2];[5, 15];C;3
12212027001;好奇純水濕巾厚型箱裝;46.00.00;22.00;12.00;12144.0;04.00;01.00;12144.0;PCS;21.00;0.8866985550240829;01.25;0,306944444;30;[1, 2];[18, 6];C;2
12212030001;家福抗菌潔膚濕巾;27.00.00;25.00.00;28.00.00;18900.0;05.13;24.00.00;787.05.00;PCS;04.00;0.9844235929401177;10.02;11.03;51;[1, 2, 3, 21, 24];[1, 1, 1, 1, 1];C;25
12212033001;超值潔膚濕巾;51.00.00;26.00.00;23.00;30498.0;12.45;12.00;2541.05.00;PCS;129.00.00;0.6067132214463092;1.771;1.423;232;[1, 2, 3, 9, 10, 12];[56, 71, 1, 1, 1, 1];C;4
12212035001;家福嬰兒潔膚濕巾量販包-粉藍;37.00.00;24.00.00;29.00.00;25752.0;0,466666667;04.00;6438.00.00;PCS;51.00.00;0.7820202996616723;1.389;0,341666667;75;[1, 2];[33, 21];C;2
12212036001;家福嬰兒潔膚濕巾(外出包);45.00.00;27.00.00;15.00;18225.0;7.758;36.00.00;506.03.00;PCS;08.00;0.9597506708221529;3.375;1.061;27;[3, 6];[7, 1];C;5
12212037001;家福嬰兒潔膚濕巾(便利包);27.00.00;25.00.00;22.00;14850.0;04.28;72.00.00;206.03.00;PCS;06.00;0.9719971333811103;05.00;1.549;30;[3, 6];[2, 4];C;7
12212038001;好奇厚型嬰兒濕巾;16.00;11.00;06.00;968.00.00;00.02;01.00;968.00.00;PCS;04.00;0.9844369260512325;0,177083333;01.05;15;[3, 6];[3, 1];C;6
12212040001;依必朗抗菌潔膚濕紙巾88抽-淡雅清香;36.00.00;25.00.00;23.00;20700.0;08.37;12.00;1725.00.00;PCS;09.00;0.9538307694871753;1.444;0,365972222;13;[1, 2];[5, 4];C;2
12212044001;舒潔淨99抗菌濕巾;16.00;11.00;06.00;968.00.00;00.02;01.00;968.00.00;PCS;07.00;0.9658005699905001;1.429;0,371527778;10;[1, 2];[4, 3];C;2
12212056001;沙威隆清爽潔膚抗菌濕巾;37.00.00;16.00;20.00;11840.0;0,14375;12.00;986.07.00;PCS;10.00;0.9473375443742604;01.01;0,219444444;11;[1, 2];[9, 1];C;2
12212057001;安親抑菌濕巾-加蓋;58.00.00;23.00;27.00.00;36018.0;15.04;20.00;1800.09.00;PCS;07.00;0.9658239029349511;1.571;0,371527778;11;[1, 2];[3, 4];C;3
12212058001;沙威隆清爽抗菌濕巾80抽;46.00.00;32.00.00;20.00;29440.0;08.43;24.00.00;1226.07.00;PCS;08.00;0.9597773370443826;02.00;1.309;16;[1, 2, 5];[3, 4, 1];C;4
12212059001;滿意寶寶濕毛巾柔棉型補充包;33.00.00;25.00.00;19.00;15675.0;0,267361111;12.00;1306.03.00;PCS;20.00;0.8913584773587107;4.714;1.521;99;[3, 6];[9, 12];C;7
12212060001;滿意寶寶濕毛巾棉柔厚型盒裝;41.00.00;30.00.00;22.00;27060.0;0,272222222;08.00;3382.05.00;PCS;06.00;0.9720171330477826;1.167;0,283333333;7;[1, 2];[5, 1];C;2
12212061001;滿意寶寶濕毛巾棉柔厚型補充包;33.00.00;25.00.00;21.00;17325.0;06.26;12.00;1443.08.00;PCS;65.00.00;0.7502808286528558;4.364;1.505;288;[3, 6];[36, 30];C;6
12212062001;滿意寶寶濕毛巾棉柔厚型外出包;34.00.00;30.00.00;21.00;21420.0;07.59;48.00.00;446.03.00;PCS;13.00;0.9293111781470309;4.154;1.519;54;[3, 6];[8, 5];C;6
12212069001;家福嬰兒潔膚濕巾量販包-粉紅;37.00.00;24.00.00;29.00.00;25752.0;0,466666667;04.00;6438.00.00;PCS;25.00.00;0.8680788653522441;4.118;02.24;140;[1, 2, 3, 4, 5, 6, 8];[4, 5, 4, 11, 2, 2, 6];C;8
12212900001;超值潔膚濕巾;39.00.00;30.00.00;21.00;24570.0;07.26;120.00.00;204.08.00;PCS;37.00.00;0.823926267895535;7.432;2.534;275;[5, 10];[19, 18];C;11
12212910001;好奇純水濕巾-迪士尼限定版;16.00;11.00;06.00;968.00.00;00.02;01.00;968.00.00;PCS;33.00.00;0.8373393776770387;4.486;2.422;166;[2, 4, 8, 10, 12];[6, 26, 2, 1, 2];C;8
12213017001;舒潔頂級3層舒鼻紙手帕;21.00;20.00;10.00;4095.00.00;00.01;01.00;4095.00.00;PCS;03.00;0.9902201629972833;01.00;00.00;4;[1];[4];C;2
12220002001;春風超吸收廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;255.00.00;0.429709504841586;1.428;1.109;367;[1, 2, 8];[183, 68, 6];B;5
12220003001;家福超值廚房紙抹布;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;152.00.00;0.5752504124931251;1.914;2.116;291;[1, 2, 3, 4, 5, 6, 8, 10, 11, 16];[101, 26, 10, 5, 1, 1, 5, 1, 1, 1];C;5
12220005001;舒潔威象大尺寸家用紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;89.00.00;0.6900918318028033;02.27;1.221;227;[1, 2, 3, 4, 5, 6];[17, 67, 1, 8, 1, 6];C;4
12220006001;家福萬用擦拭紙補充組;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;10.00;0.9473708771520475;02.05;01.09;25;[1, 2, 6];[3, 5, 2];C;5
12220009001;可麗舒廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;10.00;0.9474042099298345;01.02;0,293055556;12;[1, 2];[8, 2];C;2
12220010001;五月花超強韌廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;91.00.00;0.6826052899118348;2.584;2.298;292;[1, 2, 3, 4, 5, 6, 8];[50, 31, 10, 4, 2, 2, 14];C;6
12220011001;五月花厚棒廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;16.00;0.9122147964200596;1.312;0,332638889;21;[1, 2];[11, 5];C;2
12220012001;舒潔家用紙巾 -貼心巧撕;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;362.00.00;0.3173880435326078;3.283;04.00;1766;[1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 16, 18, 22, 24, 28, 36];[63, 332, 25, 57, 2, 18, 4, 8, 15, 1, 1, 1, 1, 8, 1, 1];B;16
12220013001;五月花妙用廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;133.00.00;0.6019066348894185;1.321;0,325694444;181;[1, 2];[93, 44];C;2
12220014001;百吉牌抽取式廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;05.00;0.9781636972717122;01.02;0,310416667;6;[1, 2];[4, 1];C;2
12220015001;得意廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;82.00.00;0.7066382226962884;6.812;3.734;654;[1, 2, 3, 5, 6, 7, 8, 16];[12, 8, 4, 2, 3, 6, 54, 7];C;12
12220016001;舒潔耐水洗家用紙巾;23.00;20.00;08.00;3680.00.00;00.05;01.00;3680.00.00;PCS;18.00;0.9021249645839235;1.263;0,313888889;24;[1, 2];[14, 5];C;2
12220019001;春風三層超厚手家用紙巾;23.00;10.00;31.00.00;7421.00.00;01.00;01.00;7421.04.00;PCS;16.00;0.9122681288645189;1.647;1.693;28;[1, 2, 8];[12, 4, 1];C;4
12220021001;舒潔全能三層廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;12.00;0.9349477508708188;01.05;0,3625;18;[1, 2];[6, 6];C;3
12220029001;五月花竹纖維廚房紙巾;31.00.00;21.00;22.00;14322.0;01.00;01.00;14322.0;PCS;02.00;0.995196746720888;03.00;1.069;24;[2, 4];[4, 4];C;14
12221001001;百吉牌擦手紙巾;23.00;10.00;31.00.00;7421.00.00;01.00;01.00;7421.04.00;PCS;10.00;0.9474375427076216;03.02;1.317;32;[1, 2, 4];[2, 1, 7];C;5
12221003001;家福擦手紙;21.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;47.00.00;0.7928334527757871;2.346;01.52;122;[1, 2, 3, 4, 5, 6];[24, 9, 1, 14, 3, 1];C;5
12221006001;五月花擦手折疊紙巾;23.00;10.00;31.00.00;7421.00.00;01.00;01.00;7421.04.00;PCS;58.00.00;0.7671638806019899;1.259;0,306944444;73;[1, 2];[43, 15];C;2
12221008001;春風擦手紙;20.00;10.00;08.00;1785.00.00;00.02;01.00;1785.00.00;PCS;37.00.00;0.8240495991733471;26.154;10.158;1020;[7, 15, 18, 20, 40];[1, 1, 1, 23, 13];C;39
